regions(hg38),enhancer_activity_REF_1,enhancer_activity_REF_2,enhancer_activity_REF_3,enhancer_activity_REF_4,enhancer_activity_ALT_1,enhancer_activity_ALT_2,enhancer_activity_ALT_3,enhancer_activity_ALT_4,REF,ALT,Coding,Active_REF,Active_ALT,qvalue,pvalue,fold,"final_sig(1 DA enhancer; 2 IA enhancer, 0=no change)"
chr10:44809217-44809388,-0.0605564,0.06697882,0.00021705,-0.0629987,-0.6279206,-0.4977749,-0.1194125,-0.4186449,-0.4159382,-0.0140898,FALSE,0,0,0.06635337,0.0290994,0.4018484,0
chr10:48287771-48287942,-1.911491,-1.6265735,-2.2123391,-1.8045042,0.41695644,0.30364996,0.03918869,0.09563542,0.21385763,-1.8887269,FALSE,1,0,0.00057652,1.83E-05,-2.1025846,1
chr10:50612317-50612488,0.37862269,-0.4120155,-0.0810733,-0.1411749,0.22277894,0.23158229,0.3237005,0.49310879,0.31779263,-0.0639103,FALSE,1,0,0.17006763,0.0980722,-0.3817029,0
chr10:50625700-50625871,0.52988898,0.23640309,0.09538639,0.02308034,-0.0487122,0.25428731,-0.0326338,-0.0177663,0.03879376,0.2211897,FALSE,0,1,0.32934998,0.22797064,0.18239594,0
chr10:511629-511800,0.0583537,0.23164898,0.1494854,0.11043285,-0.4122497,-0.3040562,-0.3352308,-0.3087443,-0.3400702,0.13748023,FALSE,0,1,0.00124125,8.24E-05,0.47755046,0
chr10:5317429-5317600,0.83348453,0.71063901,0.8820481,0.78490978,-1.1745748,-1.0040542,-1.4555119,-0.9276561,-1.1404492,0.80277036,FALSE,0,1,0.00212503,0.00019109,1.94321959,2
chr10:5317834-5318005,-0.5617175,0.37159584,0.00353344,0.35280264,-0.2403375,-0.2767535,-0.299857,-0.0017798,-0.204682,0.04155362,FALSE,0,0,0.46062286,0.34867993,0.24623559,0
chr10:54102642-54102813,-1.378607,-0.9653412,-1.2384283,-1.5686057,0.15372573,0.37574365,0.09035229,0.0413962,0.16530447,-1.2877456,FALSE,0,0,0.00228016,0.00022081,-1.45305,0
chr10:556007-556178,0.47195899,0.57294925,0.56572353,0.62472309,0.25106098,0.19493837,0.15517408,-0.0543343,0.13670978,0.55883872,FALSE,0,1,0.01416004,0.00371223,0.42212894,0
chr10:56583379-56583550,0.20895452,0.20963802,0.341069,0.13463124,0.46399713,0.33950014,0.17304275,0.35683117,0.3333428,0.22357319,FALSE,1,1,0.28887477,0.19289401,-0.1097696,0
chr10:57627943-57628114,-0.5376782,-1.1008046,-0.6512629,-0.5734754,-0.3908644,-0.1092467,-0.088877,-0.0645188,-0.1633767,-0.7158053,FALSE,0,0,0.04111177,0.01556503,-0.5524286,0
chr10:59479525-59479696,0.28809968,0.11875158,0.00862094,0.36390634,-0.1133371,0.23426482,-0.1333631,0.03669336,0.00606451,0.19484464,FALSE,0,0,0.24764375,0.15811057,0.18878013,0
chr10:60288297-60288468,0.20045621,0.14140842,0.1395623,0.12722643,0.48759405,0.4081977,0.47548489,0.01447024,0.34643672,0.15216334,FALSE,1,0,0.27434489,0.18091455,-0.1942734,0
chr10:60873217-60873388,0.45879741,0.7071477,0.75365862,0.68606961,0.17345369,0.4570242,0.44616837,0.13539589,0.30301054,0.65141833,FALSE,1,1,0.04984854,0.02006814,0.3484078,0
chr10:6087800-6087971,-0.3651454,-0.334226,-0.118132,-0.4002146,-0.0105642,-0.1492085,-0.4228401,-0.3394313,-0.230511,-0.3044295,FALSE,0,0,0.63835909,0.53915365,-0.0739185,0
chr10:6089306-6089477,-0.2097117,-0.1746208,-0.0662051,-0.1717496,0.27466812,0.02039805,0.04876575,-0.0015257,0.08557656,-0.1555718,FALSE,0,0,0.05726281,0.02409606,-0.2411484,0
chr10:60939275-60939446,0.334069,-0.0306038,-0.0886958,0.11879219,0.10348145,0.43394031,0.58667675,-0.1256272,0.24961783,0.08339039,FALSE,1,0,0.52297076,0.414325,-0.1662274,0
chr10:61376978-61377149,-0.4303708,-0.3182303,-0.5663111,-0.4236932,-0.4326301,-0.3613089,-0.3878557,-0.32598,-0.3769437,-0.4346514,FALSE,0,0,0.46810662,0.35617981,-0.0577077,0
chr10:61857971-61858142,0.40544916,0.21146321,0.49722173,0.11783815,0.41431248,0.12189183,0.49141177,0.33022206,0.33945954,0.30799306,FALSE,1,1,0.85393678,0.79860908,-0.0314665,0
chr10:63384765-63384936,0.73995575,0.79217871,0.74043129,0.75177536,-0.0414635,-0.1533918,-0.0513072,-0.025384,-0.0678866,0.75608528,FALSE,0,1,0.0004692,1.14E-05,0.82397191,2
chr10:66067432-66067603,-0.1503582,-0.5000777,-0.1800533,-0.4538185,0.19334553,0.30033464,-0.1987545,-0.4151698,-0.030061,-0.3210769,FALSE,0,0,0.28704277,0.19140597,-0.2910159,0
chr10:67574197-67574368,0.40054956,0.6830345,0.9448133,0.41545506,0.52483046,0.2733233,0.58788709,0.16035662,0.38659937,0.6109631,FALSE,1,1,0.32329253,0.22288325,0.22436374,0
chr10:67899514-67899685,-0.1433558,-0.5419312,0.04874861,-0.1355382,-0.1151579,0.14352027,0.02848842,-0.0472968,0.0023885,-0.1930191,FALSE,0,0,0.3230633,0.22250175,-0.1954076,0
chr10:68507982-68508153,-0.2674332,-0.2661503,-0.3154958,-0.1479173,-0.2433545,-0.4031842,-0.3545778,-0.1867996,-0.296979,-0.2492492,FALSE,0,0,0.57413805,0.46770342,0.04772987,0
chr10:68952025-68952196,0.02566193,0.42795078,0.09510532,0.23150299,0.0898354,0.04252782,-0.4364665,-0.3244611,-0.1571411,0.19505526,FALSE,0,0,0.13685356,0.07412244,0.35219635,0
chr10:69137577-69137748,-0.0689398,0.0780186,0.02460576,-0.1698988,0.16888711,0.03884278,0.26927285,0.13317313,0.15254396,-0.0340536,FALSE,0,0,0.08884473,0.04256845,-0.1865975,0
chr10:69321711-69321882,0.00082905,0.16660872,0.18844623,0.04678465,-0.0748424,0.0236247,0.16486627,0.04147411,0.03878067,0.10066717,FALSE,0,0,0.50271416,0.39190145,0.0618865,0
chr10:69803921-69804092,-0.1816011,-0.200216,-0.3238867,-0.0848542,0.13192307,0.12777824,0.18829233,0.07062393,0.12965439,-0.1976395,FALSE,1,0,0.01212604,0.00295812,-0.3272939,0
chr10:70009482-70009653,0.48639204,0.16300887,0.75225302,0.35668079,0.12925329,-0.0946376,-0.2739653,-0.0527179,-0.0730169,0.43958368,FALSE,0,1,0.04389518,0.01699331,0.51260054,0
chr10:70159337-70159508,-0.0408949,0.12109089,-0.1856086,-0.1972205,-0.2372694,-0.1811529,-0.1802904,-0.1926043,-0.1978292,-0.0756583,FALSE,0,0,0.29740521,0.19989306,0.12217097,0
chr10:70494450-70494621,-0.1573049,0.0085654,0.08927498,-0.1087406,-0.2537539,-0.144541,-0.26153,0.02022207,-0.1599007,-0.0420513,FALSE,0,0,0.32284618,0.22220333,0.1178494,0
chr10:70553347-70553518,0.20811071,-0.0452554,0.30374389,0.09615332,-0.2507143,-0.3131197,-0.2163876,-0.1946882,-0.2437274,0.14068813,FALSE,0,1,0.02971982,0.0101967,0.38441558,0
chr10:70810636-70810807,-0.3131355,-0.2802857,-0.3954852,-0.180287,-0.3748646,-0.4003995,-0.6134451,-0.4832798,-0.4679972,-0.2922984,FALSE,0,0,0.09604769,0.04672829,0.17569887,0
chr10:70815195-70815366,-0.0043938,-0.139596,-0.1575527,0.06337835,0.21787279,0.16810585,0.14232855,-0.0047732,0.1308835,-0.059541,FALSE,0,0,0.08159081,0.03811459,-0.1904245,0
chr10:71068826-71068997,0.0316207,0.12127913,-0.0123455,0.13849312,0.27371368,0.24252279,0.20305529,0.14007194,0.21484092,0.06976186,FALSE,1,0,0.05202787,0.02124541,-0.1450791,0
chr10:71192259-71192430,0.48002752,-0.0079048,0.10514962,0.0908625,0.13207238,0.05083112,-0.0375034,0.08462753,0.05750691,0.1670337,FALSE,0,0,0.50318136,0.3924977,0.1095268,0
chr10:71219637-71219808,0.45508541,0.56155983,0.41890122,0.39221708,0.46777301,0.39957817,0.35373485,0.36806167,0.39728693,0.45694089,FALSE,1,1,0.34201019,0.23933616,0.05965396,0
chr10:71244819-71244990,-0.1420619,-0.1099923,-0.143519,-0.0686794,-0.4300418,-0.5160015,-0.2532008,-0.2789378,-0.3695455,-0.1160631,FALSE,0,0,0.05504122,0.02280587,0.25348233,0
chr10:71261266-71261437,-0.2680213,-0.1542538,-0.1679696,0.00597642,0.16925481,0.20152307,0.28290152,0.08092747,0.18365172,-0.1460671,FALSE,1,0,0.01544427,0.00420916,-0.3297188,0
chr10:72209391-72209562,-0.0323577,-0.1605969,-0.1537398,-0.1768078,-0.2944633,-0.098903,-0.216179,-0.2526722,-0.2155544,-0.1308756,FALSE,0,0,0.25885295,0.16765459,0.08467882,0
chr10:72209747-72209918,-0.0873083,-0.3199592,-0.2119704,-0.2771345,0.02563342,-0.0003439,-0.1509046,0.01892152,-0.0266734,-0.2240931,FALSE,0,0,0.05882298,0.02494246,-0.1974197,0
chr10:72315980-72316151,0.264756,0.01672724,0.15574604,0.07623793,-0.8967613,-1.2524684,-1.4504856,-0.7674589,-1.0917935,0.1283668,FALSE,0,1,0.01076863,0.00251276,1.22016034,2
chr10:73660338-73660509,-0.0458125,-0.3880907,-0.0513828,-0.3046426,-0.0473544,0.10485056,-0.1353425,-0.2237618,-0.075402,-0.1974821,FALSE,0,0,0.43011282,0.32022926,-0.1220801,0
chr10:73820870-73821041,0.18158742,0.1906394,0.19976163,0.00982283,0.7784334,0.71298145,0.7125836,0.78954625,0.74838618,0.14545282,FALSE,1,1,0.00218632,0.00020316,-0.6029334,1
chr10:73822549-73822720,0.0516011,0.09335791,0.24908871,0.1202988,0.06735722,0.2641692,-0.0542341,0.04049605,0.0794471,0.12858663,FALSE,0,0,0.65862807,0.56204346,0.04913953,0
chr10:75235721-75235892,-0.0808798,-0.1365286,-0.1296619,-0.0309036,-0.1932677,-0.0415122,-0.0574072,0.07225159,-0.0549839,-0.0944935,FALSE,0,0,0.64219109,0.54268627,-0.0395096,0
chr10:75735680-75735851,-0.1230555,0.18126371,0.1766378,0.13505321,-0.3239029,-0.1988215,-0.4895803,-0.4371675,-0.362368,0.0924748,FALSE,0,0,0.01372723,0.00351014,0.45484284,0
chr10:78040647-78040818,-0.9893867,-0.8160233,-1.0939836,-0.8079372,0.10879294,-0.319219,-0.1628313,-0.1578068,-0.132766,-0.9268327,FALSE,0,0,0.00384101,0.0005243,-0.7940667,0
chr10:78293062-78293233,0.17567825,-0.07329,0.15965962,-0.1531471,-0.3819027,-0.1960143,-0.2097477,-0.2120654,-0.2499325,0.02722518,FALSE,0,0,0.07689639,0.03533652,0.2771577,0
chr10:79095619-79095790,0.35161906,-0.2820024,-0.1046877,-0.1411739,0.22894076,0.1263875,0.03429774,-0.0551893,0.08360917,-0.0440613,FALSE,0,0,0.54957125,0.44186188,-0.1276704,0
chr10:79102352-79102523,-0.1046149,0.06046354,-0.1663855,-0.1019582,-0.7571722,-0.5821723,-0.9022358,-0.7170493,-0.7396574,-0.0781238,FALSE,0,0,0.00273641,0.00029213,0.6615336,0
chr10:79123683-79123854,0.06181113,-0.0095845,0.10885638,-0.062255,-0.0309405,0.01615237,-0.0023881,0.06923788,0.01301543,0.02470702,FALSE,0,0,0.85389389,0.79876585,0.01169158,0
chr10:79141688-79141859,-0.5047771,-0.0994188,-0.2739606,-0.1739442,0.07975144,0.18939108,-0.2948233,0.03051158,0.0012077,-0.2630252,FALSE,0,0,0.17574167,0.10219518,-0.2642329,0
chr10:79203163-79203334,-0.480642,-0.5593822,-0.4405304,-0.5316316,-0.5587783,-0.873127,-0.8470287,-0.7971078,-0.7690104,-0.5030465,FALSE,0,0,0.06367258,0.02767415,0.2659639,0
chr10:80161238-80161409,0.08469193,0.15743045,0.3098078,-0.2511658,0.17909515,0.44071852,0.34289883,0.15768286,0.28009884,0.07519109,FALSE,1,0,0.29267472,0.19617372,-0.2049078,0
chr10:80503967-80504138,-1.0519878,-0.9372413,-1.1111003,-0.9831917,-0.7176318,-0.6983724,-0.5137293,-0.7797311,-0.6773662,-1.0208803,FALSE,0,0,0.01401453,0.00364824,-0.3435141,0
chr10:81084081-81084252,-0.0867255,-0.0018154,-0.1712657,-0.2608042,-0.96752,-0.8434193,-1.2324182,-1.0404216,-1.0209448,-0.1301527,FALSE,0,0,0.00218688,0.00020371,0.89079211,0
chr10:819280-819451,-0.733778,-0.8956036,-0.7093606,-0.5636129,0.16776549,0.25157662,0.27095939,0.20318759,0.22337227,-0.7255888,FALSE,1,0,0.002765,0.00030219,-0.948961,1
chr10:85492362-85492533,-0.0237351,-0.4592734,-0.2032487,-0.1832265,0.32379721,-0.2925054,-0.3505266,0.21415904,-0.0262689,-0.2173709,FALSE,0,0,0.48747948,0.37530412,-0.191102,0
chr10:86902743-86902914,0.1755843,0.00348231,-0.2936594,-0.3945557,0.30660086,-0.104846,0.29885783,0.12404845,0.15616529,-0.1272871,FALSE,1,0,0.22201183,0.13775279,-0.2834524,0
chr10:87862439-87862610,0.09668453,-0.0026311,-0.0591139,-0.0262848,-0.2122894,-0.2660606,-0.330463,-0.1819283,-0.2476853,0.00216369,FALSE,0,0,0.00838492,0.00176901,0.24984898,0
chr10:87994201-87994372,0.20205153,0.42210849,0.46281696,0.24271374,-0.0524462,0.15404331,0.04981249,-0.0250792,0.03158259,0.33242268,FALSE,0,1,0.03136414,0.01095611,0.30084009,0
chr10:88131976-88132147,0.23455177,0.17855912,0.37016813,0.22464662,-0.0256867,-0.1296212,-0.3078969,0.15679102,-0.0766034,0.25198141,FALSE,0,1,0.07678452,0.03524971,0.32858485,0
chr10:89348149-89348320,0.21266434,0.00135387,0.11230432,0.15415693,0.02357645,0.14457963,0.10745594,0.31077891,0.14659773,0.12011986,FALSE,0,0,0.80591144,0.73715718,-0.0264779,0
chr10:90169468-90169639,-0.0255202,0.00851606,-0.0791424,0.15165498,-0.2992267,-0.4906484,-0.2914251,-0.2709885,-0.3380721,0.01387712,FALSE,0,0,0.01103328,0.00258978,0.35194926,0
chr10:90931093-90931264,0.67074122,0.38418497,0.56859183,0.5830335,0.87096596,0.69426545,0.68551666,0.83991441,0.77266562,0.55163788,FALSE,1,1,0.06820603,0.03014779,-0.2210277,0
chr10:91566286-91566457,-0.1997657,-0.0251232,-0.6515431,-0.3476275,0.03936909,0.07621766,0.27508505,0.08469374,0.11884139,-0.3060149,FALSE,1,0,0.08784587,0.04188731,-0.4248563,0
chr10:91572590-91572761,-0.0028706,0.29002742,0.20247017,0.00866674,-0.0657552,-0.3704155,-0.2068495,-0.2451502,-0.2220426,0.12457344,FALSE,0,1,0.03264277,0.01156835,0.34661604,0
chr10:91633100-91633271,-0.0854752,-0.0491522,-0.0766449,-0.039502,-0.2525844,-0.1918961,-0.0937554,-0.1742293,-0.1781163,-0.0626936,FALSE,0,0,0.07273773,0.03287202,0.11542272,0
chr10:92579472-92579643,-0.9986966,-1.0621678,-1.0016072,-0.9479197,-0.105355,-0.0943024,-0.2876541,-0.5291928,-0.2541261,-1.0025978,FALSE,0,0,0.01485866,0.00398789,-0.7484717,0
chr10:92584144-92584315,0.34280591,0.18234877,0.36943831,0.35101156,-0.4587548,-0.551955,-0.3014943,-0.3560104,-0.4170536,0.31140114,FALSE,0,1,0.00112825,6.87E-05,0.72845476,2
chr10:93315489-93315660,0.96644398,1.38553055,0.98152176,1.1610094,0.20839683,0.09015085,0.09071419,0.19523252,0.1461236,1.12362642,FALSE,0,1,0.00601351,0.00106626,0.97750282,2
chr10:94212029-94212200,0.19686848,0.31873906,0.13807706,0.31873867,-0.9713719,-0.8549085,-0.9944304,-0.7667622,-0.8968682,0.24310582,FALSE,0,1,0.00024959,4.14E-06,1.13997406,2
chr10:95325931-95326102,-0.1342879,-0.1696047,-0.5838753,-0.3700615,0.11719728,0.0084842,-0.165458,-0.3099699,-0.0874366,-0.3144574,FALSE,0,0,0.2462162,0.15691528,-0.2270208,0
chr10:95418372-95418543,-0.0313207,0.26083143,-0.0313169,-0.0749269,0.18210677,0.05146931,0.28417809,-0.1462601,0.09287353,0.03081675,FALSE,0,0,0.71377045,0.62654464,-0.0620568,0
chr10:95425285-95425456,0.2865532,0.40453182,0.83373422,0.54660936,0.61758138,0.53676229,0.17543029,0.31175547,0.41038236,0.51785715,FALSE,1,1,0.61836768,0.51628069,0.1074748,0
chr10:95616512-95616683,-0.4278749,-0.2781094,-0.4493057,-0.191247,-0.1431605,-0.2134931,-0.406341,-0.4495919,-0.3031466,-0.3366343,FALSE,0,0,0.80793702,0.74031397,-0.0334877,0
chr10:95756645-95756816,0.19698983,0.28560523,0.51586112,0.49541708,-0.1493684,-0.6593441,-0.3102747,-0.3041952,-0.3557956,0.37346831,FALSE,0,1,0.00948823,0.00208492,0.72926391,2
chr10:97456881-97457052,0.27932902,0.36245052,0.1198167,0.16255131,-0.6080109,-0.7362412,-0.2812619,-0.4604507,-0.5214912,0.23103689,FALSE,0,1,0.0070773,0.0013887,0.75252806,2
chr10:98403219-98403390,0.03773941,-0.0649652,-0.1958498,-0.1728953,-0.1231551,-0.1458231,-0.0182167,-0.0652613,-0.088114,-0.0989927,FALSE,0,0,0.90248528,0.86606958,-0.0108787,0
chr10:99581070-99581241,-0.3414303,-0.0820251,-0.2961248,-0.1903803,-0.2504624,-0.2329209,-0.1904854,-0.0609788,-0.1837119,-0.2274901,FALSE,0,0,0.66320502,0.56732548,-0.0437783,0
chr10:99712806-99712977,-0.0866018,-0.1601091,-0.4274531,-0.0972466,0.06224208,0.13542866,0.12058065,0.10686242,0.10627845,-0.1928527,FALSE,0,0,0.06928961,0.03073858,-0.2991311,0
chr1:100074672-100074843,-0.3804133,-0.5238431,-0.2457031,-0.340462,-0.0412172,0.00855168,-0.052479,0.04143151,-0.0109283,-0.3726054,FALSE,0,0,0.01708008,0.00480463,-0.3616771,0
chr1:10152519-10152690,-0.1950079,-0.3568046,-0.2952654,-0.3003228,-0.1508351,-0.2815493,-0.282743,-0.4941776,-0.3023263,-0.2868502,FALSE,0,0,0.89264699,0.85292348,0.0154761,0
chr1:10205410-10205581,-0.1133673,-0.14489,-0.1915057,-0.1120949,0.08734963,-0.0140584,0.30634957,-0.0550425,0.08114957,-0.1404645,FALSE,0,0,0.12804737,0.06784709,-0.221614,0
chr1:103529935-103530106,-0.3533736,-0.374847,-0.2365643,-0.4832382,-0.2351792,-0.5250712,-0.1043804,-0.0775924,-0.2355558,-0.3620058,FALSE,0,0,0.43526216,0.32546811,-0.12645,0
chr1:104044947-104045118,0.16077782,-0.0787325,0.17037865,-0.0673318,-0.2068109,-0.1338047,-0.067474,-0.0969139,-0.1262509,0.04627305,FALSE,0,0,0.1481055,0.08189001,0.17252393,0
chr1:10505724-10505895,-0.0006924,0.05857571,-0.0702905,-0.0233253,-0.2690306,-0.2117412,-0.1910056,-0.3124249,-0.2460506,-0.0089331,FALSE,0,0,0.00515889,0.00083741,0.23711749,0
chr1:10588562-10588733,0.19962275,0.08075191,0.19085787,0.02874765,0.20438661,0.17838107,-0.0461809,0.1863914,0.13074456,0.12499504,FALSE,0,1,0.95624964,0.93971315,-0.0057495,0
chr1:106286907-106287078,0.23885166,0.32254913,-0.0897752,0.0189991,-0.0508959,-0.4422039,-0.1451486,0.21364998,-0.1061496,0.12265617,FALSE,0,0,0.32250145,0.22159427,0.22880577,0
chr1:1068546-1068717,-0.1090193,-0.1321083,-0.251521,-0.0789036,-0.6186148,-0.5597375,-0.3573575,-0.3295842,-0.4663235,-0.1428881,FALSE,0,0,0.03573902,0.01293758,0.32343541,0
chr1:10865684-10865855,0.05283611,0.11859012,0.11741199,0.16580975,0.09652706,0.02794897,0.39491181,0.06300284,0.14559767,0.11366199,FALSE,1,1,0.80517107,0.73610867,-0.0319357,0
chr1:109202387-109202558,-0.3184954,-0.1404582,-0.250854,0.25312137,-0.317214,-0.4578376,0.02612294,-0.1926043,-0.2353832,-0.1141716,FALSE,0,0,0.59312866,0.48878068,0.12121167,0
chr1:109212694-109212865,-0.0239624,-0.2165547,0.46963691,-0.0501549,-0.0813937,-0.3737014,-0.2117753,-0.126966,-0.1984591,0.04474122,FALSE,0,0,0.30308084,0.20447649,0.24320032,0
chr1:109436859-109437030,-0.1329452,0.01787646,-0.1498334,0.05986209,0.18934478,-0.1546531,-0.6029675,-0.6116549,-0.2949827,-0.05126,FALSE,0,0,0.4092917,0.30104693,0.24372267,0
chr1:109806174-109806345,0.2218367,0.54339666,0.17713853,0.3381391,-1.4479402,-1.303869,-1.2320937,-1.5051094,-1.3722531,0.32012775,FALSE,0,1,0.00030239,5.72E-06,1.69238082,2
chr1:109994499-109994670,-0.4249398,-0.5255793,-0.426276,-0.4663727,-0.1431813,-0.1826602,0.01986199,-0.2711485,-0.144282,-0.4607919,FALSE,0,0,0.02705583,0.00901445,-0.3165099,0
chr11:100661314-100661485,-0.256553,0.01503906,-0.0272526,-0.1014466,-2.558412,-2.4364933,-2.5008053,-2.5830674,-2.5196945,-0.0925533,FALSE,0,0,0.00011361,7.60E-07,2.4271412,0
chr1:110188890-110189061,0.23298829,0.28913132,0.26163894,0.28390943,0.54981188,0.56591299,0.52928384,0.50638165,0.53784759,0.26691699,FALSE,1,1,0.00030539,5.70E-06,-0.2709306,0
chr11:102112522-102112693,-0.1936506,-0.2280953,0.1809313,-0.2211579,0.21229275,0.04905287,-0.0442523,0.06686553,0.07098972,-0.1154931,FALSE,0,0,0.25374225,0.16317434,-0.1864828,0
chr11:102143406-102143577,-0.5061608,-0.5213559,-0.435371,-0.2977561,0.24849799,0.57334069,0.44423136,0.56504142,0.45777786,-0.4401609,FALSE,1,0,0.00172798,0.00013945,-0.8979388,1
chr11:10394877-10395048,-0.377544,-0.3373797,-0.3784552,-0.1096763,0.17210155,0.06745069,-0.1271363,-0.2419842,-0.0323921,-0.3007638,FALSE,0,0,0.11858708,0.06119389,-0.2683717,0
chr1:11058213-11058384,0.04732554,0.11407692,0.12953325,0.04757883,-0.007425,-0.0361163,-0.0828788,-0.1817487,-0.0770422,0.08462864,FALSE,0,0,0.04129292,0.01565265,0.16167086,0
chr11:106815820-106815991,0.13584593,-0.3373786,-0.3054117,0.01103778,-0.3198591,-0.2685968,-0.0797743,-0.3665977,-0.258707,-0.1239766,FALSE,0,0,0.47265039,0.36072695,0.13473033,0
chr11:107017640-107017811,-0.3667394,-0.3603677,-0.3375249,-0.2861373,-0.1477338,-0.1006211,-0.1104315,-0.118321,-0.1192769,-0.3376923,FALSE,0,0,0.0021844,0.00020147,-0.2184155,0
chr11:107293801-107293972,-0.1434723,0.02593759,0.17235007,0.14150439,0.24439671,0.14503675,0.31099949,0.31350933,0.25348557,0.04907994,FALSE,1,0,0.11296384,0.05771913,-0.2044056,0
chr11:107293803-107293974,-0.5153132,-0.8161425,-0.5606514,-0.624332,-0.4872988,-0.1217424,-0.0492933,-0.2865299,-0.2362161,-0.6291098,FALSE,0,0,0.04766061,0.01892358,-0.3928937,0
chr11:107359090-107359261,-0.6534555,0.42811877,0.27088472,0.09998934,0.03237749,-0.1396753,-0.1399537,-0.1356411,-0.0957231,0.03638434,FALSE,0,0,0.7107836,0.62277558,0.13210748,0
chr11:108000177-108000348,-0.2899674,-0.3020217,-0.5991844,-0.5482566,0.07334962,-0.0113359,-0.0568489,-0.170994,-0.0414573,-0.4348575,FALSE,0,0,0.02702253,0.00899712,-0.3934002,0
chr11:112013576-112013747,0.23512033,0.02426836,0.25958476,0.32528057,0.12896007,0.31470651,0.0826193,0.03954668,0.14145814,0.21106351,FALSE,0,1,0.5703388,0.46368794,0.06960536,0
chr11:112159176-112159347,-0.3937375,-0.3477989,-0.3401316,-0.4226532,0.01345701,-0.2238135,-0.1813152,-0.2592747,-0.1627366,-0.3760803,FALSE,0,0,0.07402087,0.03370791,-0.2133437,0
chr11:11269490-11269661,0.15107491,0.0974203,0.07001235,-0.0253127,-0.3996627,-0.3055308,-0.4256874,-0.1960857,-0.3317417,0.07329872,FALSE,0,0,0.0060106,0.00106991,0.40504039,0
chr11:112777658-112777829,0.31734657,0.14262353,0.30865322,0.21015269,0.5795578,0.51334217,0.63454876,0.58603368,0.5783706,0.244694,FALSE,1,1,0.00609248,0.00110134,-0.3336766,0
chr11:112882919-112883090,0.23255515,0.15385964,-0.0017192,-0.0627126,0.32385195,0.35459302,0.57696067,0.26054992,0.37898889,0.08049576,FALSE,1,0,0.05274603,0.02163597,-0.2984931,0
chr11:112965853-112966024,-0.0598663,0.14282164,-0.5383635,-0.4155416,-3.1284842,-2.471188,-2.3365067,-2.6570539,-2.6483082,-0.2177374,FALSE,0,0,0.00093147,4.92E-05,2.43057076,0
chr11:113054316-113054487,-0.1227352,0.1063581,0.00547464,0.12899165,-0.4812686,-0.6504768,-0.5404751,-0.4537612,-0.5314955,0.02952229,FALSE,0,0,0.00291546,0.00033208,0.56101775,0
chr11:114216392-114216563,0.09338578,-0.0019041,0.12724462,-0.1628922,0.42543879,0.25528445,0.07759927,0.35067575,0.27724956,0.01395852,FALSE,1,0,0.08265623,0.03872665,-0.263291,0
chr1:11144057-11144228,0.01952007,0.19841457,0.37830217,0.4091358,-0.0586286,0.20654726,-0.1993704,0.00573994,-0.0114279,0.25134315,FALSE,0,1,0.14204976,0.07759186,0.2627711,0
chr1:111510111-111510282,-0.4723287,-0.1476383,0.17844158,0.28238461,-0.0454542,0.11341833,0.21211452,0.07158723,0.08791648,-0.0397852,FALSE,0,0,0.61965173,0.51921014,-0.1277017,0
chr11:116839287-116839458,-0.3389368,-0.1107521,0.06938103,-0.0199757,0.1857904,-0.0760676,0.27799381,0.09645689,0.12104337,-0.1000709,FALSE,0,0,0.1801453,0.10558666,-0.2211142,0
chr11:116840697-116840868,0.13604986,0.08753314,0.20279383,0.16174214,0.1069644,0.30711896,0.24947584,0.31453439,0.2445234,0.14702974,FALSE,1,1,0.22158245,0.13743527,-0.0974937,0
chr11:116848280-116848451,0.01240187,0.16200774,0.03131564,0.0180779,-0.7520453,-0.4005404,-0.7047882,-0.3582642,-0.5539095,0.05595079,FALSE,0,0,0.01992468,0.00591263,0.60986031,0
chr11:116863393-116863564,-0.0961902,-0.3391409,-0.5188983,-0.3790824,-0.9852061,-0.9405021,-0.8369023,-0.8008509,-0.8908654,-0.333328,FALSE,0,0,0.01394504,0.00359478,0.55753739,0
