,Unnamed: 0,guide_chr,guide_start,guide_end,score,strand,protospacer_target,intended_target_region,gene_target,source,closest_gene,closest_dist,closest_gene_target,closest_dist_target
168,168,chr16,3880184,3880202,.,-,chr16:3880184-3880202(-),chr16:3880184-3880693,CREBBP_P1P2,TFPerturbSeq,CREBBP,275,CREBBP,275
169,169,chr16,3880190,3880208,.,+,chr16:3880190-3880208(+),chr16:3880184-3880693,CREBBP_P1P2,TFPerturbSeq,CREBBP,275,CREBBP,275
170,170,chr16,3880623,3880641,.,+,chr16:3880623-3880641(+),chr16:3880184-3880693,CREBBP_P1P2,TFPerturbSeq,CREBBP,275,CREBBP,275
171,171,chr16,3880650,3880668,.,-,chr16:3880650-3880668(-),chr16:3880184-3880693,CREBBP_P1P2,TFPerturbSeq,CREBBP,275,CREBBP,275
172,172,chr16,3880675,3880693,.,+,chr16:3880675-3880693(+),chr16:3880184-3880693,CREBBP_P1P2,TFPerturbSeq,CREBBP,275,CREBBP,275
173,173,chr16,3880656,3880674,.,+,chr16:3880656-3880674(+),chr16:3880184-3880693,CREBBP_P1P2,TFPerturbSeq,CREBBP,275,CREBBP,275
174,174,chr3,9933903,9933921,.,-,chr3:9933903-9933921(-),chr3:9933837-9934125,CRELD1_P1P2,"OpenTargets,CHDgene.au",CRELD1,70,CRELD1,70
175,175,chr3,9933837,9933855,.,+,chr3:9933837-9933855(+),chr3:9933837-9934125,CRELD1_P1P2,"OpenTargets,CHDgene.au",CRELD1,70,CRELD1,70
176,176,chr3,9933915,9933933,.,-,chr3:9933915-9933933(-),chr3:9933837-9934125,CRELD1_P1P2,"OpenTargets,CHDgene.au",CRELD1,70,CRELD1,70
177,177,chr3,9933843,9933861,.,+,chr3:9933843-9933861(+),chr3:9933837-9934125,CRELD1_P1P2,"OpenTargets,CHDgene.au",CRELD1,70,CRELD1,70
178,178,chr3,9934049,9934067,.,-,chr3:9934049-9934067(-),chr3:9933837-9934125,CRELD1_P1P2,"OpenTargets,CHDgene.au",CRELD1,70,CRELD1,70
179,179,chr3,9934107,9934125,.,-,chr3:9934107-9934125(-),chr3:9933837-9934125,CRELD1_P1P2,"OpenTargets,CHDgene.au",CRELD1,70,CRELD1,70
180,180,chr12,45050884,45050902,.,+,chr12:45050884-45050902(+),chr12:45050884-45051090,DBX2_P1P2,TFPerturbSeq,DBX2,112,DBX2,112
181,181,chr12,45050940,45050958,.,-,chr12:45050940-45050958(-),chr12:45050884-45051090,DBX2_P1P2,TFPerturbSeq,DBX2,112,DBX2,112
182,182,chr12,45051027,45051045,.,-,chr12:45051027-45051045(-),chr12:45050884-45051090,DBX2_P1P2,TFPerturbSeq,DBX2,112,DBX2,112
183,183,chr12,45051055,45051073,.,+,chr12:45051055-45051073(+),chr12:45050884-45051090,DBX2_P1P2,TFPerturbSeq,DBX2,112,DBX2,112
184,184,chr12,45051063,45051081,.,+,chr12:45051063-45051081(+),chr12:45050884-45051090,DBX2_P1P2,TFPerturbSeq,DBX2,112,DBX2,112
185,185,chr12,45051072,45051090,.,-,chr12:45051072-45051090(-),chr12:45050884-45051090,DBX2_P1P2,TFPerturbSeq,DBX2,112,DBX2,112
186,186,chr5,80654729,80654747,.,-,chr5:80654729-80654747(-),chr5:80654649-80654977,DHFR_P1P2,OpenTargets,MSH3,161,DHFR,170
187,187,chr5,80654724,80654742,.,-,chr5:80654724-80654742(-),chr5:80654649-80654977,DHFR_P1P2,OpenTargets,MSH3,161,DHFR,170
188,188,chr5,80654956,80654974,.,-,chr5:80654956-80654974(-),chr5:80654649-80654977,DHFR_P1P2,OpenTargets,MSH3,161,DHFR,170
189,189,chr5,80654948,80654966,.,+,chr5:80654948-80654966(+),chr5:80654649-80654977,DHFR_P1P2,OpenTargets,MSH3,161,DHFR,170
190,190,chr5,80654959,80654977,.,-,chr5:80654959-80654977(-),chr5:80654649-80654977,DHFR_P1P2,OpenTargets,MSH3,161,DHFR,170
191,191,chr5,80654649,80654667,.,+,chr5:80654649-80654667(+),chr5:80654649-80654977,DHFR_P1P2,OpenTargets,MSH3,161,DHFR,170
192,192,chr15,40929326,40929344,.,+,chr15:40929326-40929344(+),chr15:40929326-40929558,DLL4_P1P2,CHDgene.au,DLL4,102,DLL4,102
193,193,chr15,40929353,40929371,.,+,chr15:40929353-40929371(+),chr15:40929326-40929558,DLL4_P1P2,CHDgene.au,DLL4,102,DLL4,102
194,194,chr15,40929391,40929409,.,-,chr15:40929391-40929409(-),chr15:40929326-40929558,DLL4_P1P2,CHDgene.au,DLL4,102,DLL4,102
195,195,chr15,40929540,40929558,.,+,chr15:40929540-40929558(+),chr15:40929326-40929558,DLL4_P1P2,CHDgene.au,DLL4,102,DLL4,102
196,196,chr15,40929396,40929414,.,+,chr15:40929396-40929414(+),chr15:40929326-40929558,DLL4_P1P2,CHDgene.au,DLL4,102,DLL4,102
197,197,chr15,40929400,40929418,.,-,chr15:40929400-40929418(-),chr15:40929326-40929558,DLL4_P1P2,CHDgene.au,DLL4,102,DLL4,102
198,198,chr7,21543050,21543068,.,-,chr7:21543050-21543068(-),chr7:21543037-21543270,DNAH11_P1P2,CHDgene.au,DNAH11,114,DNAH11,114
199,199,chr7,21543046,21543064,.,+,chr7:21543046-21543064(+),chr7:21543037-21543270,DNAH11_P1P2,CHDgene.au,DNAH11,114,DNAH11,114
200,200,chr7,21543065,21543083,.,+,chr7:21543065-21543083(+),chr7:21543037-21543270,DNAH11_P1P2,CHDgene.au,DNAH11,114,DNAH11,114
201,201,chr7,21543092,21543110,.,+,chr7:21543092-21543110(+),chr7:21543037-21543270,DNAH11_P1P2,CHDgene.au,DNAH11,114,DNAH11,114
202,202,chr7,21543252,21543270,.,+,chr7:21543252-21543270(+),chr7:21543037-21543270,DNAH11_P1P2,CHDgene.au,DNAH11,114,DNAH11,114
203,203,chr7,21543037,21543055,.,+,chr7:21543037-21543055(+),chr7:21543037-21543270,DNAH11_P1P2,CHDgene.au,DNAH11,114,DNAH11,114
204,204,chr5,13944412,13944430,.,-,chr5:13944412-13944430(-),chr5:13944412-13944684,DNAH5_ENST00000265104.4,CHDgene.au,DNAH5,140,DNAH5,140
205,205,chr5,13944635,13944653,.,+,chr5:13944635-13944653(+),chr5:13944412-13944684,DNAH5_ENST00000265104.4,CHDgene.au,DNAH5,140,DNAH5,140
206,206,chr5,13944616,13944634,.,-,chr5:13944616-13944634(-),chr5:13944412-13944684,DNAH5_ENST00000265104.4,CHDgene.au,DNAH5,140,DNAH5,140
207,207,chr5,13944461,13944479,.,+,chr5:13944461-13944479(+),chr5:13944412-13944684,DNAH5_ENST00000265104.4,CHDgene.au,DNAH5,140,DNAH5,140
208,208,chr5,13944625,13944643,.,-,chr5:13944625-13944643(-),chr5:13944412-13944684,DNAH5_ENST00000265104.4,CHDgene.au,DNAH5,140,DNAH5,140
209,209,chr5,13944666,13944684,.,-,chr5:13944666-13944684(-),chr5:13944412-13944684,DNAH5_ENST00000265104.4,CHDgene.au,DNAH5,140,DNAH5,140
210,210,chr10,22003461,22003479,.,-,chr10:22003461-22003479(-),chr10:22003461-22003710,DNAJC1_P1P2,TFPerturbSeq,DNAJC1,145,DNAJC1,145
211,211,chr10,22003601,22003619,.,+,chr10:22003601-22003619(+),chr10:22003461-22003710,DNAJC1_P1P2,TFPerturbSeq,DNAJC1,145,DNAJC1,145
212,212,chr10,22003679,22003697,.,-,chr10:22003679-22003697(-),chr10:22003461-22003710,DNAJC1_P1P2,TFPerturbSeq,DNAJC1,145,DNAJC1,145
213,213,chr10,22003682,22003700,.,+,chr10:22003682-22003700(+),chr10:22003461-22003710,DNAJC1_P1P2,TFPerturbSeq,DNAJC1,145,DNAJC1,145
214,214,chr10,22003692,22003710,.,+,chr10:22003692-22003710(+),chr10:22003461-22003710,DNAJC1_P1P2,TFPerturbSeq,DNAJC1,145,DNAJC1,145
215,215,chr10,22003604,22003622,.,+,chr10:22003604-22003622(+),chr10:22003461-22003710,DNAJC1_P1P2,TFPerturbSeq,DNAJC1,145,DNAJC1,145
216,216,chr19,11262034,11262052,.,+,chr19:11262034-11262052(+),chr19:11262010-11262516,DOCK6_P1P2,CHDgene.au,DOCK6,261,DOCK6,261
217,217,chr19,11262010,11262028,.,-,chr19:11262010-11262028(-),chr19:11262010-11262516,DOCK6_P1P2,CHDgene.au,DOCK6,261,DOCK6,261
218,218,chr19,11262344,11262362,.,+,chr19:11262344-11262362(+),chr19:11262010-11262516,DOCK6_P1P2,CHDgene.au,DOCK6,261,DOCK6,261
219,219,chr19,11262498,11262516,.,-,chr19:11262498-11262516(-),chr19:11262010-11262516,DOCK6_P1P2,CHDgene.au,DOCK6,261,DOCK6,261
220,220,chr19,11262440,11262458,.,-,chr19:11262440-11262458(-),chr19:11262010-11262516,DOCK6_P1P2,CHDgene.au,DOCK6,261,DOCK6,261
221,221,chr19,11262060,11262078,.,+,chr19:11262060-11262078(+),chr19:11262010-11262516,DOCK6_P1P2,CHDgene.au,DOCK6,261,DOCK6,261
222,222,chr11,65333834,65333852,.,+,chr11:65333834-65333852(+),chr11:65333834-65334289,DPF2_P1,TFPerturbSeq,DPF2,209,DPF2,209
223,223,chr11,65334271,65334289,.,+,chr11:65334271-65334289(+),chr11:65333834-65334289,DPF2_P1,TFPerturbSeq,DPF2,209,DPF2,209
224,224,chr11,65333855,65333873,.,+,chr11:65333855-65333873(+),chr11:65333834-65334289,DPF2_P1,TFPerturbSeq,DPF2,209,DPF2,209
225,225,chr11,65334228,65334246,.,-,chr11:65334228-65334246(-),chr11:65333834-65334289,DPF2_P1,TFPerturbSeq,DPF2,209,DPF2,209
226,226,chr11,65334029,65334047,.,+,chr11:65334029-65334047(+),chr11:65333834-65334289,DPF2_P1,TFPerturbSeq,DPF2,209,DPF2,209
227,227,chr11,65334094,65334112,.,+,chr11:65334094-65334112(+),chr11:65333834-65334289,DPF2_P1,TFPerturbSeq,DPF2,209,DPF2,209
228,228,chr11,65341526,65341544,.,-,chr11:65341526-65341544(-),chr11:65341437-65341722,DPF2_P2,TFPerturbSeq,DPF2,7727,DPF2,7727
229,229,chr11,65341704,65341722,.,-,chr11:65341704-65341722(-),chr11:65341437-65341722,DPF2_P2,TFPerturbSeq,DPF2,7727,DPF2,7727
230,230,chr11,65341611,65341629,.,-,chr11:65341611-65341629(-),chr11:65341437-65341722,DPF2_P2,TFPerturbSeq,DPF2,7727,DPF2,7727
231,231,chr11,65341437,65341455,.,+,chr11:65341437-65341455(+),chr11:65341437-65341722,DPF2_P2,TFPerturbSeq,DPF2,7727,DPF2,7727
232,232,chr11,65341677,65341695,.,-,chr11:65341677-65341695(-),chr11:65341437-65341722,DPF2_P2,TFPerturbSeq,DPF2,7727,DPF2,7727
233,233,chr11,65341539,65341557,.,-,chr11:65341539-65341557(-),chr11:65341437-65341722,DPF2_P2,TFPerturbSeq,DPF2,7727,DPF2,7727
234,234,chr18,34710275,34710293,.,+,chr18:34710275-34710293(+),chr18:34710243-34710612,DTNA_P1P2,OpenTargets,DTNA,129,DTNA,129
235,235,chr18,34710594,34710612,.,-,chr18:34710594-34710612(-),chr18:34710243-34710612,DTNA_P1P2,OpenTargets,DTNA,129,DTNA,129
236,236,chr18,34710494,34710512,.,+,chr18:34710494-34710512(+),chr18:34710243-34710612,DTNA_P1P2,OpenTargets,DTNA,129,DTNA,129
237,237,chr18,34710330,34710348,.,+,chr18:34710330-34710348(+),chr18:34710243-34710612,DTNA_P1P2,OpenTargets,DTNA,129,DTNA,129
238,238,chr18,34710544,34710562,.,-,chr18:34710544-34710562(-),chr18:34710243-34710612,DTNA_P1P2,OpenTargets,DTNA,129,DTNA,129
239,239,chr18,34710243,34710261,.,+,chr18:34710243-34710261(+),chr18:34710243-34710612,DTNA_P1P2,OpenTargets,DTNA,129,DTNA,129
240,240,chr4,147481111,147481129,.,+,chr4:147481111-147481129(+),chr4:147481108-147481187,EDNRA_P1P2,OpenTargets,EDNRA,50,EDNRA,50
241,241,chr4,147481114,147481132,.,+,chr4:147481114-147481132(+),chr4:147481108-147481187,EDNRA_P1P2,OpenTargets,EDNRA,50,EDNRA,50
242,242,chr4,147481150,147481168,.,-,chr4:147481150-147481168(-),chr4:147481108-147481187,EDNRA_P1P2,OpenTargets,EDNRA,50,EDNRA,50
243,243,chr4,147481108,147481126,.,+,chr4:147481108-147481126(+),chr4:147481108-147481187,EDNRA_P1P2,OpenTargets,EDNRA,50,EDNRA,50
244,244,chr4,147481169,147481187,.,-,chr4:147481169-147481187(-),chr4:147481108-147481187,EDNRA_P1P2,OpenTargets,EDNRA,50,EDNRA,50
245,245,chr4,147481154,147481172,.,-,chr4:147481154-147481172(-),chr4:147481108-147481187,EDNRA_P1P2,OpenTargets,EDNRA,50,EDNRA,50
246,246,chr13,77918546,77918564,.,+,chr13:77918546-77918564(+),chr13:77918543-77918853,EDNRB_P1P2,OpenTargets,EDNRB,133,EDNRB,133
247,247,chr13,77918771,77918789,.,+,chr13:77918771-77918789(+),chr13:77918543-77918853,EDNRB_P1P2,OpenTargets,EDNRB,133,EDNRB,133
248,248,chr13,77918757,77918775,.,-,chr13:77918757-77918775(-),chr13:77918543-77918853,EDNRB_P1P2,OpenTargets,EDNRB,133,EDNRB,133
249,249,chr13,77918543,77918561,.,+,chr13:77918543-77918561(+),chr13:77918543-77918853,EDNRB_P1P2,OpenTargets,EDNRB,133,EDNRB,133
250,250,chr13,77918748,77918766,.,+,chr13:77918748-77918766(+),chr13:77918543-77918853,EDNRB_P1P2,OpenTargets,EDNRB,133,EDNRB,133
251,251,chr13,77918835,77918853,.,-,chr13:77918835-77918853(-),chr13:77918543-77918853,EDNRB_P1P2,OpenTargets,EDNRB,133,EDNRB,133
252,252,chr17,44899326,44899344,.,-,chr17:44899326-44899344(-),chr17:44899003-44899426,EFTUD2_P1P2,CHDgene.au,EFTUD2,154,EFTUD2,154
253,253,chr17,44899030,44899048,.,+,chr17:44899030-44899048(+),chr17:44899003-44899426,EFTUD2_P1P2,CHDgene.au,EFTUD2,154,EFTUD2,154
254,254,chr17,44899340,44899358,.,-,chr17:44899340-44899358(-),chr17:44899003-44899426,EFTUD2_P1P2,CHDgene.au,EFTUD2,154,EFTUD2,154
255,255,chr17,44899003,44899021,.,+,chr17:44899003-44899021(+),chr17:44899003-44899426,EFTUD2_P1P2,CHDgene.au,EFTUD2,154,EFTUD2,154
256,256,chr17,44899408,44899426,.,-,chr17:44899408-44899426(-),chr17:44899003-44899426,EFTUD2_P1P2,CHDgene.au,EFTUD2,154,EFTUD2,154
257,257,chr17,44899350,44899368,.,-,chr17:44899350-44899368(-),chr17:44899003-44899426,EFTUD2_P1P2,CHDgene.au,EFTUD2,154,EFTUD2,154
258,258,chr9,137619039,137619057,.,-,chr9:137619039-137619057(-),chr9:137619029-137619516,EHMT1_P1P2,CHDgene.au,EHMT1,267,EHMT1,267
259,259,chr9,137619036,137619054,.,-,chr9:137619036-137619054(-),chr9:137619029-137619516,EHMT1_P1P2,CHDgene.au,EHMT1,267,EHMT1,267
260,260,chr9,137619042,137619060,.,-,chr9:137619042-137619060(-),chr9:137619029-137619516,EHMT1_P1P2,CHDgene.au,EHMT1,267,EHMT1,267
261,261,chr9,137619498,137619516,.,-,chr9:137619498-137619516(-),chr9:137619029-137619516,EHMT1_P1P2,CHDgene.au,EHMT1,267,EHMT1,267
262,262,chr9,137619201,137619219,.,-,chr9:137619201-137619219(-),chr9:137619029-137619516,EHMT1_P1P2,CHDgene.au,EHMT1,267,EHMT1,267
263,263,chr9,137619029,137619047,.,+,chr9:137619029-137619047(+),chr9:137619029-137619516,EHMT1_P1P2,CHDgene.au,EHMT1,267,EHMT1,267
264,264,chr14,73760063,73760081,.,-,chr14:73760063-73760081(-),chr14:73760063-73760285,ELMSAN1_P1,TFPerturbSeq,MIDEAS,129,MIDEAS,129
265,265,chr14,73760267,73760285,.,-,chr14:73760267-73760285(-),chr14:73760063-73760285,ELMSAN1_P1,TFPerturbSeq,MIDEAS,129,MIDEAS,129
266,266,chr14,73760154,73760172,.,+,chr14:73760154-73760172(+),chr14:73760063-73760285,ELMSAN1_P1,TFPerturbSeq,MIDEAS,129,MIDEAS,129
267,267,chr14,73760170,73760188,.,+,chr14:73760170-73760188(+),chr14:73760063-73760285,ELMSAN1_P1,TFPerturbSeq,MIDEAS,129,MIDEAS,129
268,268,chr14,73760204,73760222,.,+,chr14:73760204-73760222(+),chr14:73760063-73760285,ELMSAN1_P1,TFPerturbSeq,MIDEAS,129,MIDEAS,129
269,269,chr14,73760157,73760175,.,+,chr14:73760157-73760175(+),chr14:73760063-73760285,ELMSAN1_P1,TFPerturbSeq,MIDEAS,129,MIDEAS,129
270,270,chr14,73786947,73786965,.,-,chr14:73786947-73786965(-),chr14:73786788-73787138,ELMSAN1_P2,TFPerturbSeq,MIDEAS,245,MIDEAS,245
271,271,chr14,73786836,73786854,.,-,chr14:73786836-73786854(-),chr14:73786788-73787138,ELMSAN1_P2,TFPerturbSeq,MIDEAS,245,MIDEAS,245
272,272,chr14,73787113,73787131,.,+,chr14:73787113-73787131(+),chr14:73786788-73787138,ELMSAN1_P2,TFPerturbSeq,MIDEAS,245,MIDEAS,245
273,273,chr14,73787100,73787118,.,+,chr14:73787100-73787118(+),chr14:73786788-73787138,ELMSAN1_P2,TFPerturbSeq,MIDEAS,245,MIDEAS,245
274,274,chr14,73787120,73787138,.,+,chr14:73787120-73787138(+),chr14:73786788-73787138,ELMSAN1_P2,TFPerturbSeq,MIDEAS,245,MIDEAS,245
275,275,chr14,73786788,73786806,.,+,chr14:73786788-73786806(+),chr14:73786788-73787138,ELMSAN1_P2,TFPerturbSeq,MIDEAS,245,MIDEAS,245
276,276,chr9,127854438,127854456,.,+,chr9:127854438-127854456(+),chr9:127854438-127854661,ENG_P1P2,OpenTargets,ENG,109,ENG,109
277,277,chr9,127854643,127854661,.,+,chr9:127854643-127854661(+),chr9:127854438-127854661,ENG_P1P2,OpenTargets,ENG,109,ENG,109
278,278,chr9,127854601,127854619,.,-,chr9:127854601-127854619(-),chr9:127854438-127854661,ENG_P1P2,OpenTargets,ENG,109,ENG,109
279,279,chr9,127854559,127854577,.,+,chr9:127854559-127854577(+),chr9:127854438-127854661,ENG_P1P2,OpenTargets,ENG,109,ENG,109
280,280,chr9,127854628,127854646,.,+,chr9:127854628-127854646(+),chr9:127854438-127854661,ENG_P1P2,OpenTargets,ENG,109,ENG,109
281,281,chr9,127854634,127854652,.,+,chr9:127854634-127854652(+),chr9:127854438-127854661,ENG_P1P2,OpenTargets,ENG,109,ENG,109
282,282,chr3,27721839,27721857,.,-,chr3:27721839-27721857(-),chr3:27721831-27722349,EOMES_P1P2,TFPerturbSeq,EOMES,233,EOMES,233
283,283,chr3,27722331,27722349,.,-,chr3:27722331-27722349(-),chr3:27721831-27722349,EOMES_P1P2,TFPerturbSeq,EOMES,233,EOMES,233
284,284,chr3,27721869,27721887,.,-,chr3:27721869-27721887(-),chr3:27721831-27722349,EOMES_P1P2,TFPerturbSeq,EOMES,233,EOMES,233
285,285,chr3,27721889,27721907,.,-,chr3:27721889-27721907(-),chr3:27721831-27722349,EOMES_P1P2,TFPerturbSeq,EOMES,233,EOMES,233
286,286,chr3,27722213,27722231,.,+,chr3:27722213-27722231(+),chr3:27721831-27722349,EOMES_P1P2,TFPerturbSeq,EOMES,233,EOMES,233
287,287,chr3,27721831,27721849,.,+,chr3:27721831-27721849(+),chr3:27721831-27722349,EOMES_P1P2,TFPerturbSeq,EOMES,233,EOMES,233
288,288,chr22,41091729,41091747,.,-,chr22:41091729-41091747(-),chr22:41091729-41092903,EP300_P1P2,TFPerturbSeq,MIR1281,197,EP300,276
289,289,chr22,41091738,41091756,.,+,chr22:41091738-41091756(+),chr22:41091729-41092903,EP300_P1P2,TFPerturbSeq,MIR1281,197,EP300,276
290,290,chr22,41091897,41091915,.,+,chr22:41091897-41091915(+),chr22:41091729-41092903,EP300_P1P2,TFPerturbSeq,MIR1281,197,EP300,276
291,291,chr22,41091822,41091840,.,+,chr22:41091822-41091840(+),chr22:41091729-41092903,EP300_P1P2,TFPerturbSeq,MIR1281,197,EP300,276
292,292,chr22,41092885,41092903,.,-,chr22:41092885-41092903(-),chr22:41091729-41092903,EP300_P1P2,TFPerturbSeq,MIR1281,197,EP300,276
293,293,chr22,41091732,41091750,.,+,chr22:41091732-41091750(+),chr22:41091729-41092903,EP300_P1P2,TFPerturbSeq,MIR1281,197,EP300,276
294,294,chr4,5708503,5708521,.,-,chr4:5708503-5708521(-),chr4:5708465-5708574,EVC2_P1P2,CHDgene.au,EVC2,40,EVC2,40
295,295,chr4,5708519,5708537,.,-,chr4:5708519-5708537(-),chr4:5708465-5708574,EVC2_P1P2,CHDgene.au,EVC2,40,EVC2,40
296,296,chr4,5708513,5708531,.,-,chr4:5708513-5708531(-),chr4:5708465-5708574,EVC2_P1P2,CHDgene.au,EVC2,40,EVC2,40
297,297,chr4,5708522,5708540,.,+,chr4:5708522-5708540(+),chr4:5708465-5708574,EVC2_P1P2,CHDgene.au,EVC2,40,EVC2,40
298,298,chr4,5708556,5708574,.,-,chr4:5708556-5708574(-),chr4:5708465-5708574,EVC2_P1P2,CHDgene.au,EVC2,40,EVC2,40
299,299,chr4,5708465,5708483,.,+,chr4:5708465-5708483(+),chr4:5708465-5708574,EVC2_P1P2,CHDgene.au,EVC2,40,EVC2,40
300,300,chr4,5711198,5711216,.,+,chr4:5711198-5711216(+),chr4:5711198-5711575,EVC_P1P2,CHDgene.au,EVC,185,EVC,185
301,301,chr4,5711249,5711267,.,+,chr4:5711249-5711267(+),chr4:5711198-5711575,EVC_P1P2,CHDgene.au,EVC,185,EVC,185
302,302,chr4,5711203,5711221,.,+,chr4:5711203-5711221(+),chr4:5711198-5711575,EVC_P1P2,CHDgene.au,EVC,185,EVC,185
303,303,chr4,5711234,5711252,.,+,chr4:5711234-5711252(+),chr4:5711198-5711575,EVC_P1P2,CHDgene.au,EVC,185,EVC,185
304,304,chr4,5711538,5711556,.,+,chr4:5711538-5711556(+),chr4:5711198-5711575,EVC_P1P2,CHDgene.au,EVC,185,EVC,185
305,305,chr4,5711557,5711575,.,+,chr4:5711557-5711575(+),chr4:5711198-5711575,EVC_P1P2,CHDgene.au,EVC,185,EVC,185
306,306,chr15,48645635,48645653,.,-,chr15:48645635-48645653(-),chr15:48645585-48645720,FBN1_P1P2,CHDgene.au,FBN1,57,FBN1,57
307,307,chr15,48645624,48645642,.,-,chr15:48645624-48645642(-),chr15:48645585-48645720,FBN1_P1P2,CHDgene.au,FBN1,57,FBN1,57
308,308,chr15,48645684,48645702,.,-,chr15:48645684-48645702(-),chr15:48645585-48645720,FBN1_P1P2,CHDgene.au,FBN1,57,FBN1,57
309,309,chr15,48645585,48645603,.,+,chr15:48645585-48645603(+),chr15:48645585-48645720,FBN1_P1P2,CHDgene.au,FBN1,57,FBN1,57
310,310,chr15,48645702,48645720,.,-,chr15:48645702-48645720(-),chr15:48645585-48645720,FBN1_P1P2,CHDgene.au,FBN1,57,FBN1,57
311,311,chr15,48645689,48645707,.,-,chr15:48645689-48645707(-),chr15:48645585-48645720,FBN1_P1P2,CHDgene.au,FBN1,57,FBN1,57
312,312,chr12,132490181,132490199,.,-,chr12:132490181-132490199(-),chr12:132490176-132490383,FBRSL1_P1P2,OpenTargets,FBRSL1,128,FBRSL1,128
313,313,chr12,132490184,132490202,.,-,chr12:132490184-132490202(-),chr12:132490176-132490383,FBRSL1_P1P2,OpenTargets,FBRSL1,128,FBRSL1,128
314,314,chr12,132490187,132490205,.,-,chr12:132490187-132490205(-),chr12:132490176-132490383,FBRSL1_P1P2,OpenTargets,FBRSL1,128,FBRSL1,128
315,315,chr12,132490365,132490383,.,-,chr12:132490365-132490383(-),chr12:132490176-132490383,FBRSL1_P1P2,OpenTargets,FBRSL1,128,FBRSL1,128
316,316,chr12,132490296,132490314,.,-,chr12:132490296-132490314(-),chr12:132490176-132490383,FBRSL1_P1P2,OpenTargets,FBRSL1,128,FBRSL1,128
317,317,chr12,132490176,132490194,.,+,chr12:132490176-132490194(+),chr12:132490176-132490383,FBRSL1_P1P2,OpenTargets,FBRSL1,128,FBRSL1,128
318,318,chr10,101776075,101776093,.,-,chr10:101776075-101776093(-),chr10:101776010-101776120,FGF8_P1P2,TimeDep,FGF8,49,FGF8,49
319,319,chr10,101776102,101776120,.,-,chr10:101776102-101776120(-),chr10:101776010-101776120,FGF8_P1P2,TimeDep,FGF8,49,FGF8,49
320,320,chr10,101776090,101776108,.,-,chr10:101776090-101776108(-),chr10:101776010-101776120,FGF8_P1P2,TimeDep,FGF8,49,FGF8,49
321,321,chr10,101776070,101776088,.,-,chr10:101776070-101776088(-),chr10:101776010-101776120,FGF8_P1P2,TimeDep,FGF8,49,FGF8,49
322,322,chr10,101776096,101776114,.,-,chr10:101776096-101776114(-),chr10:101776010-101776120,FGF8_P1P2,TimeDep,FGF8,49,FGF8,49
323,323,chr10,101776010,101776028,.,+,chr10:101776010-101776028(+),chr10:101776010-101776120,FGF8_P1P2,TimeDep,FGF8,49,FGF8,49
324,324,chr10,121598139,121598157,.,+,chr10:121598139-121598157(+),chr10:121598105-121598384,FGFR2_P1P2,CHDgene.au,FGFR2,200,FGFR2,200
325,325,chr10,121598358,121598376,.,+,chr10:121598358-121598376(+),chr10:121598105-121598384,FGFR2_P1P2,CHDgene.au,FGFR2,200,FGFR2,200
326,326,chr10,121598174,121598192,.,+,chr10:121598174-121598192(+),chr10:121598105-121598384,FGFR2_P1P2,CHDgene.au,FGFR2,200,FGFR2,200
327,327,chr10,121598105,121598123,.,-,chr10:121598105-121598123(-),chr10:121598105-121598384,FGFR2_P1P2,CHDgene.au,FGFR2,200,FGFR2,200
328,328,chr10,121598366,121598384,.,-,chr10:121598366-121598384(-),chr10:121598105-121598384,FGFR2_P1P2,CHDgene.au,FGFR2,200,FGFR2,200
329,329,chr10,121598339,121598357,.,+,chr10:121598339-121598357(+),chr10:121598105-121598384,FGFR2_P1P2,CHDgene.au,FGFR2,200,FGFR2,200
330,330,chr5,180649501,180649519,.,+,chr5:180649501-180649519(+),chr5:180649501-180649576,FLT4_P1P2,CHDgene.au,FLT4,62,FLT4,62
331,331,chr5,180649544,180649562,.,+,chr5:180649544-180649562(+),chr5:180649501-180649576,FLT4_P1P2,CHDgene.au,FLT4,62,FLT4,62
332,332,chr5,180649555,180649573,.,-,chr5:180649555-180649573(-),chr5:180649501-180649576,FLT4_P1P2,CHDgene.au,FLT4,62,FLT4,62
333,333,chr5,180649511,180649529,.,+,chr5:180649511-180649529(+),chr5:180649501-180649576,FLT4_P1P2,CHDgene.au,FLT4,62,FLT4,62
334,334,chr5,180649558,180649576,.,+,chr5:180649558-180649576(+),chr5:180649501-180649576,FLT4_P1P2,CHDgene.au,FLT4,62,FLT4,62
335,335,chr5,180649540,180649558,.,-,chr5:180649540-180649558(-),chr5:180649501-180649576,FLT4_P1P2,CHDgene.au,FLT4,62,FLT4,62
336,336,chr6,1610086,1610104,.,+,chr6:1610086-1610104(+),chr6:1610046-1610654,FOXC1_P1P2,TFPerturbSeq,FOXC1,435,FOXC1,435
337,337,chr6,1610046,1610064,.,+,chr6:1610046-1610064(+),chr6:1610046-1610654,FOXC1_P1P2,TFPerturbSeq,FOXC1,435,FOXC1,435
338,338,chr6,1610142,1610160,.,-,chr6:1610142-1610160(-),chr6:1610046-1610654,FOXC1_P1P2,TFPerturbSeq,FOXC1,435,FOXC1,435
339,339,chr6,1610167,1610185,.,-,chr6:1610167-1610185(-),chr6:1610046-1610654,FOXC1_P1P2,TFPerturbSeq,FOXC1,435,FOXC1,435
