,pval_outlier,target_region,target_name
chr1:2019353-2019371(-),0.988,chr1:2019353-2019753,GABRD_P1P2
chr1:2019377-2019395(+),0.9686,chr1:2019353-2019753,GABRD_P1P2
chr1:2019381-2019399(-),0.9283,chr1:2019353-2019753,GABRD_P1P2
chr1:2019388-2019406(-),0.9686,chr1:2019353-2019753,GABRD_P1P2
chr1:2019735-2019753(+),0.988,chr1:2019353-2019753,GABRD_P1P2
chrX:151974581-151974599(+),0.9985,chrX:151974581-151974675,GABRE_P1P2
chrX:151974597-151974615(+),0.7886,chrX:151974581-151974675,GABRE_P1P2
chrX:151974639-151974657(+),0.5197,chrX:151974581-151974675,GABRE_P1P2
chrX:151974657-151974675(+),0.5197,chrX:151974581-151974675,GABRE_P1P2
chr4:46123796-46123814(-),0.988,chr4:46123523-46124042,GABRG1_P1P2
chr4:46123856-46123874(-),0.9686,chr4:46123523-46124042,GABRG1_P1P2
chr4:46123864-46123882(+),0.9686,chr4:46123523-46124042,GABRG1_P1P2
chr4:46123986-46124004(+),0.9686,chr4:46123523-46124042,GABRG1_P1P2
chr4:46124024-46124042(+),0.9686,chr4:46123523-46124042,GABRG1_P1P2
chr5:162068104-162068122(-),0.5197,chr5:162068086-162068261,GABRG2_P1P2
chr5:162068120-162068138(-),0.5197,chr5:162068086-162068261,GABRG2_P1P2
chr5:162068230-162068248(+),0.7886,chr5:162068086-162068261,GABRG2_P1P2
chr5:162068233-162068251(+),0.9985,chr5:162068086-162068261,GABRG2_P1P2
chr15:26971220-26971238(-),0.9366,chr15:26971220-26971586,GABRG3_P1P2
chr15:26971351-26971369(-),0.9985,chr15:26971220-26971586,GABRG3_P1P2
chr15:26971394-26971412(-),0.2239,chr15:26971220-26971586,GABRG3_P1P2
chr15:26971568-26971586(-),0.9366,chr15:26971220-26971586,GABRG3_P1P2
chr5:170783717-170783735(+),0.95,chr5:170782722-170783788,GABRP_P1P2
chr5:170783726-170783744(-),0.57,chr5:170782722-170783788,GABRP_P1P2
chrX:152637895-152637913(-),0.9988,chrX:152637895-152638164,GABRQ_P1P2
chrX:152637952-152637970(-),0.996,chrX:152637895-152638164,GABRQ_P1P2
chrX:152638053-152638071(-),0.8558,chrX:152637895-152638164,GABRQ_P1P2
chrX:152638117-152638135(-),1.0,chrX:152637895-152638164,GABRQ_P1P2
chr8:11704145-11704163(+),0.9686,chr8:11704145-11704289,GATA4_P1P2
chr8:11704184-11704202(+),0.9686,chr8:11704145-11704289,GATA4_P1P2
chr8:11704208-11704226(+),0.988,chr8:11704145-11704289,GATA4_P1P2
chr8:11704233-11704251(-),0.9686,chr8:11704145-11704289,GATA4_P1P2
chr8:11704271-11704289(-),0.9686,chr8:11704145-11704289,GATA4_P1P2
chr20:62475626-62475644(-),1.0,chr20:62475626-62475994,GATA5_P1P2
chr20:62475629-62475647(-),1.0,chr20:62475626-62475994,GATA5_P1P2
chr20:62475786-62475804(+),1.0,chr20:62475626-62475994,GATA5_P1P2
chr20:62475920-62475938(+),1.0,chr20:62475626-62475994,GATA5_P1P2
chr20:62475976-62475994(+),1.0,chr20:62475626-62475994,GATA5_P1P2
chr18:22169605-22169623(-),0.7886,chr18:22169605-22169694,GATA6_P1P2
chr18:22169615-22169633(-),0.5197,chr18:22169605-22169694,GATA6_P1P2
chr18:22169648-22169666(-),0.9366,chr18:22169605-22169694,GATA6_P1P2
chr18:22169676-22169694(-),0.9999,chr18:22169605-22169694,GATA6_P1P2
chr7:42236803-42236821(+),0.9686,chr7:42236803-42237178,GLI3_P1P2
chr7:42236958-42236976(+),0.744,chr7:42236803-42237178,GLI3_P1P2
chr7:42236964-42236982(+),0.996,chr7:42236803-42237178,GLI3_P1P2
chr7:42236998-42237016(-),0.4306,chr7:42236803-42237178,GLI3_P1P2
chr7:42237160-42237178(+),1.0,chr7:42236803-42237178,GLI3_P1P2
chr5:151924569-151924587(+),0.9686,chr5:151924569-151924795,GLRA1_P1P2
chr5:151924721-151924739(+),0.988,chr5:151924569-151924795,GLRA1_P1P2
chr5:151924745-151924763(+),0.9686,chr5:151924569-151924795,GLRA1_P1P2
chr5:151924764-151924782(-),0.988,chr5:151924569-151924795,GLRA1_P1P2
chr5:151924777-151924795(-),0.9283,chr5:151924569-151924795,GLRA1_P1P2
chr7:74657810-74657828(-),1.0,chr7:74657753-74657931,GTF2I_P1P2
chr7:74657831-74657849(-),1.0,chr7:74657753-74657931,GTF2I_P1P2
chr7:74657834-74657852(+),1.0,chr7:74657753-74657931,GTF2I_P1P2
chr7:74657902-74657920(+),1.0,chr7:74657753-74657931,GTF2I_P1P2
chr7:74657913-74657931(-),1.0,chr7:74657753-74657931,GTF2I_P1P2
chr2:42792523-42792541(-),0.988,chr2:42792493-42792596,HAAO_P1P2
chr2:42792527-42792545(+),0.9686,chr2:42792493-42792596,HAAO_P1P2
chr2:42792536-42792554(-),0.9686,chr2:42792493-42792596,HAAO_P1P2
chr2:42792554-42792572(-),0.9686,chr2:42792493-42792596,HAAO_P1P2
chr2:42792578-42792596(-),0.9686,chr2:42792493-42792596,HAAO_P1P2
chr4:173529737-173529755(+),0.988,chr4:173529737-173530186,HAND2_P1
chr4:173530136-173530154(+),0.9686,chr4:173529737-173530186,HAND2_P1
chr4:173530139-173530157(+),0.988,chr4:173529737-173530186,HAND2_P1
chr4:173530152-173530170(+),0.9686,chr4:173529737-173530186,HAND2_P1
chr4:173530168-173530186(+),0.988,chr4:173529737-173530186,HAND2_P1
chr4:173528891-173528909(+),1.0,chr4:173528891-173529006,HAND2_P2
chr4:173528910-173528928(+),1.0,chr4:173528891-173529006,HAND2_P2
chr4:173528916-173528934(+),1.0,chr4:173528891-173529006,HAND2_P2
chr4:173528966-173528984(-),1.0,chr4:173528891-173529006,HAND2_P2
chr4:173528971-173528989(-),1.0,chr4:173528891-173529006,HAND2_P2
chr4:173528988-173529006(-),1.0,chr4:173528891-173529006,HAND2_P2
chr8:121641401-121641419(-),0.996,chr8:121641395-121641442,HAS2_P1P2
chr8:121641404-121641422(-),0.2735,chr8:121641395-121641442,HAS2_P1P2
chr8:121641416-121641434(+),1.0,chr8:121641395-121641442,HAS2_P1P2
chr8:121641421-121641439(-),0.996,chr8:121641395-121641442,HAS2_P1P2
chr8:121641424-121641442(-),0.9283,chr8:121641395-121641442,HAS2_P1P2
chr15:73368783-73368801(+),0.9283,chr15:73368783-73368857,HCN4_P1P2
chr15:73368796-73368814(-),0.988,chr15:73368783-73368857,HCN4_P1P2
chr15:73368803-73368821(+),0.2735,chr15:73368783-73368857,HCN4_P1P2
chr15:73368835-73368853(+),0.9999,chr15:73368783-73368857,HCN4_P1P2
chr15:73368839-73368857(-),0.9988,chr15:73368783-73368857,HCN4_P1P2
chr3:125055604-125055622(+),0.9686,chr3:125055604-125055998,HEG1_P1P2
chr3:125055615-125055633(-),0.988,chr3:125055604-125055998,HEG1_P1P2
chr3:125055734-125055752(+),0.9686,chr3:125055604-125055998,HEG1_P1P2
chr3:125055877-125055895(+),0.9686,chr3:125055604-125055998,HEG1_P1P2
chr3:125055980-125055998(+),0.9686,chr3:125055604-125055998,HEG1_P1P2
chr14:61695519-61695537(+),0.9686,chr14:61695519-61695623,HIF1A_P1P2
chr14:61695530-61695548(-),0.9686,chr14:61695519-61695623,HIF1A_P1P2
chr14:61695556-61695574(-),0.9686,chr14:61695519-61695623,HIF1A_P1P2
chr14:61695592-61695610(-),0.988,chr14:61695519-61695623,HIF1A_P1P2
chr14:61695605-61695623(-),0.9686,chr14:61695519-61695623,HIF1A_P1P2
chr15:77420898-77420916(+),0.4306,chr15:77420898-77421124,HMG20A_P1P2
chr15:77420911-77420929(+),0.9999,chr15:77420898-77421124,HMG20A_P1P2
chr15:77420933-77420951(+),0.988,chr15:77420898-77421124,HMG20A_P1P2
chr15:77420938-77420956(+),0.996,chr15:77420898-77421124,HMG20A_P1P2
chr15:77420992-77421010(-),0.0678,chr15:77420898-77421124,HMG20A_P1P2
chr15:77421106-77421124(+),0.988,chr15:77420898-77421124,HMG20A_P1P2
chr5:75337232-75337250(-),0.9988,chr5:75337232-75337451,HMGCR_P1P2
chr5:75337271-75337289(-),0.9686,chr5:75337232-75337451,HMGCR_P1P2
chr5:75337277-75337295(+),1.0,chr5:75337232-75337451,HMGCR_P1P2
chr5:75337285-75337303(-),0.5963,chr5:75337232-75337451,HMGCR_P1P2
chr5:75337407-75337425(-),0.8558,chr5:75337232-75337451,HMGCR_P1P2
chr5:75337433-75337451(+),0.744,chr5:75337232-75337451,HMGCR_P1P2
chr17:48577853-48577871(-),0.9283,chr17:48577853-48578451,HOXB4_P1P2
chr17:48578196-48578214(+),0.988,chr17:48577853-48578451,HOXB4_P1P2
chr17:48578204-48578222(-),0.8558,chr17:48577853-48578451,HOXB4_P1P2
chr17:48578368-48578386(-),0.988,chr17:48577853-48578451,HOXB4_P1P2
chr17:48578433-48578451(-),0.988,chr17:48577853-48578451,HOXB4_P1P2
chr17:48604939-48604957(-),0.9686,chr17:48604687-48604981,HOXB6_P1
chr17:48604944-48604962(+),0.988,chr17:48604687-48604981,HOXB6_P1
chr17:48604949-48604967(+),0.9686,chr17:48604687-48604981,HOXB6_P1
chr17:48604959-48604977(-),0.9686,chr17:48604687-48604981,HOXB6_P1
chr17:48604963-48604981(-),0.988,chr17:48604687-48604981,HOXB6_P1
chr17:48597963-48597981(+),0.9686,chr17:48597963-48598204,HOXB6_P2
chr17:48598100-48598118(+),0.988,chr17:48597963-48598204,HOXB6_P2
chr17:48598136-48598154(+),0.9686,chr17:48597963-48598204,HOXB6_P2
chr17:48598175-48598193(-),0.988,chr17:48597963-48598204,HOXB6_P2
chr17:48598186-48598204(-),0.9686,chr17:48597963-48598204,HOXB6_P2
chr11:535498-535516(+),0.9686,chr11:535498-535566,HRAS_P1
chr11:535507-535525(+),0.0678,chr11:535498-535566,HRAS_P1
chr11:535513-535531(-),0.996,chr11:535498-535566,HRAS_P1
chr11:535517-535535(-),0.9988,chr11:535498-535566,HRAS_P1
chr11:535548-535566(+),0.9988,chr11:535498-535566,HRAS_P1
chr11:537229-537247(+),0.9283,chr11:537223-537310,HRAS_P2
chr11:537234-537252(+),0.9999,chr11:537223-537310,HRAS_P2
chr11:537250-537268(+),0.9999,chr11:537223-537310,HRAS_P2
chr11:537292-537310(-),0.9988,chr11:537223-537310,HRAS_P2
chr7:50304289-50304307(-),0.988,chr7:50304289-50304799,IKZF1_P1P2
chr7:50304679-50304697(+),0.9686,chr7:50304289-50304799,IKZF1_P1P2
chr7:50304747-50304765(-),0.9686,chr7:50304289-50304799,IKZF1_P1P2
chr7:50304754-50304772(+),0.9686,chr7:50304289-50304799,IKZF1_P1P2
chr7:50304781-50304799(+),0.988,chr7:50304289-50304799,IKZF1_P1P2
chr1:154405569-154405587(-),1.0,chr1:154405569-154405658,IL6R_P1P2
chr1:154405592-154405610(+),0.5963,chr1:154405569-154405658,IL6R_P1P2
chr1:154405601-154405619(+),0.744,chr1:154405569-154405658,IL6R_P1P2
chr1:154405606-154405624(-),0.9997,chr1:154405569-154405658,IL6R_P1P2
chr1:154405622-154405640(+),0.4306,chr1:154405569-154405658,IL6R_P1P2
chr1:154405640-154405658(-),0.0678,chr1:154405569-154405658,IL6R_P1P2
chr9:100099208-100099226(+),0.7886,chr9:100099208-100099349,INVS_P1P2
chr9:100099264-100099282(+),0.9366,chr9:100099208-100099349,INVS_P1P2
chr9:100099331-100099349(+),0.9366,chr9:100099208-100099349,INVS_P1P2
chr5:51383449-51383467(-),0.988,chr5:51383449-51383518,ISL1_P1
chr5:51383475-51383493(-),0.9686,chr5:51383449-51383518,ISL1_P1
chr5:51383489-51383507(-),0.9686,chr5:51383449-51383518,ISL1_P1
chr5:51383492-51383510(-),0.9686,chr5:51383449-51383518,ISL1_P1
chr5:51383500-51383518(+),0.9686,chr5:51383449-51383518,ISL1_P1
chr5:51386159-51386177(-),0.744,chr5:51386159-51386479,ISL1_P2
chr5:51386170-51386188(-),1.0,chr5:51386159-51386479,ISL1_P2
chr5:51386211-51386229(+),0.996,chr5:51386159-51386479,ISL1_P2
chr5:51386226-51386244(+),1.0,chr5:51386159-51386479,ISL1_P2
chr5:51386241-51386259(-),0.744,chr5:51386159-51386479,ISL1_P2
chr20:10673569-10673587(-),0.8558,chr20:10673569-10674014,JAG1_P1P2
chr20:10673794-10673812(-),0.9988,chr20:10673569-10674014,JAG1_P1P2
chr20:10673964-10673982(-),0.2735,chr20:10673569-10674014,JAG1_P1P2
chr20:10673980-10673998(+),1.0,chr20:10673569-10674014,JAG1_P1P2
chr20:10673987-10674005(-),0.4306,chr20:10673569-10674014,JAG1_P1P2
chr20:10673996-10674014(-),0.9686,chr20:10673569-10674014,JAG1_P1P2
chr1:64966431-64966449(+),0.988,chr1:64966335-64966529,JAK1_P1P2
chr1:64966462-64966480(+),0.8558,chr1:64966335-64966529,JAK1_P1P2
chr1:64966502-64966520(+),0.988,chr1:64966335-64966529,JAK1_P1P2
chr1:64966511-64966529(-),1.0,chr1:64966335-64966529,JAK1_P1P2
chr9:4985094-4985112(+),0.9999,chr9:4985094-4985381,JAK2_P1P2
chr9:4985291-4985309(+),0.2735,chr9:4985094-4985381,JAK2_P1P2
chr9:4985296-4985314(-),1.0,chr9:4985094-4985381,JAK2_P1P2
chr9:4985306-4985324(+),0.988,chr9:4985094-4985381,JAK2_P1P2
chr9:4985310-4985328(+),0.8558,chr9:4985094-4985381,JAK2_P1P2
chr19:17847763-17847781(+),0.9366,chr19:17847763-17847974,JAK3_P1P2
chr19:17847905-17847923(-),0.7886,chr19:17847763-17847974,JAK3_P1P2
chr19:17847938-17847956(-),0.9366,chr19:17847763-17847974,JAK3_P1P2
chr10:74826618-74826636(+),0.5197,chr10:74826618-74826999,KAT6B_P1P2
chr10:74826629-74826647(+),0.7886,chr10:74826618-74826999,KAT6B_P1P2
chr10:74826632-74826650(+),0.9985,chr10:74826618-74826999,KAT6B_P1P2
chr10:74826981-74826999(+),0.9366,chr10:74826618-74826999,KAT6B_P1P2
chr17:49788711-49788729(+),1.0,chr17:49788711-49789118,KAT7_P1P2
chr17:49788717-49788735(+),0.988,chr17:49788711-49789118,KAT7_P1P2
chr17:49788729-49788747(-),0.9686,chr17:49788711-49789118,KAT7_P1P2
chr17:49789053-49789071(+),0.996,chr17:49788711-49789118,KAT7_P1P2
chr17:49789100-49789118(+),0.4306,chr17:49788711-49789118,KAT7_P1P2
chr21:34512017-34512035(-),0.988,chr21:34512017-34512200,KCNE1_P1P2
chr21:34512155-34512173(+),0.996,chr21:34512017-34512200,KCNE1_P1P2
chr21:34512161-34512179(+),0.9988,chr21:34512017-34512200,KCNE1_P1P2
chr21:34512170-34512188(-),0.9997,chr21:34512017-34512200,KCNE1_P1P2
chr21:34364000-34364018(+),0.988,chr21:34364000-34364449,KCNE2_P1P2
chr21:34364014-34364032(+),0.9686,chr21:34364000-34364449,KCNE2_P1P2
chr21:34364067-34364085(-),0.9686,chr21:34364000-34364449,KCNE2_P1P2
chr21:34364139-34364157(-),0.9686,chr21:34364000-34364449,KCNE2_P1P2
chr21:34364431-34364449(-),0.9686,chr21:34364000-34364449,KCNE2_P1P2
chr7:150977830-150977848(-),0.988,chr7:150977830-150978325,KCNH2_P1
chr7:150978015-150978033(+),0.9686,chr7:150977830-150978325,KCNH2_P1
chr7:150978259-150978277(-),0.9686,chr7:150977830-150978325,KCNH2_P1
chr7:150978298-150978316(+),0.5963,chr7:150977830-150978325,KCNH2_P1
chr7:150978307-150978325(+),0.9999,chr7:150977830-150978325,KCNH2_P1
chr7:150955587-150955605(+),0.9999,chr7:150955587-150955807,KCNH2_P2
chr7:150955681-150955699(+),0.9988,chr7:150955587-150955807,KCNH2_P2
chr7:150955716-150955734(-),0.9686,chr7:150955587-150955807,KCNH2_P2
chr7:150955739-150955757(-),0.2735,chr7:150955587-150955807,KCNH2_P2
chr7:150955789-150955807(-),0.9283,chr7:150955587-150955807,KCNH2_P2
chr17:70169522-70169540(-),0.8558,chr17:70169522-70169751,KCNJ2_P1P2
chr17:70169580-70169598(+),0.996,chr17:70169522-70169751,KCNJ2_P1P2
chr17:70169634-70169652(-),0.744,chr17:70169522-70169751,KCNJ2_P1P2
chr17:70169687-70169705(+),0.988,chr17:70169522-70169751,KCNJ2_P1P2
chr17:70169727-70169745(-),0.988,chr17:70169522-70169751,KCNJ2_P1P2
chr17:70169733-70169751(+),1.0,chr17:70169522-70169751,KCNJ2_P1P2
chr11:128891351-128891369(+),0.9686,chr11:128891351-128891774,KCNJ5_P1P2
chr11:128891513-128891531(+),0.9686,chr11:128891351-128891774,KCNJ5_P1P2
chr11:128891544-128891562(+),0.988,chr11:128891351-128891774,KCNJ5_P1P2
chr11:128891558-128891576(+),0.9686,chr11:128891351-128891774,KCNJ5_P1P2
chr11:128891756-128891774(+),0.9686,chr11:128891351-128891774,KCNJ5_P1P2
chr14:88322917-88322935(-),0.996,chr14:88322917-88323222,KCNK10_P1P2
chr14:88322936-88322954(+),0.4306,chr14:88322917-88323222,KCNK10_P1P2
chr14:88323141-88323159(+),0.996,chr14:88322917-88323222,KCNK10_P1P2
chr14:88323146-88323164(+),0.988,chr14:88322917-88323222,KCNK10_P1P2
chr14:88323204-88323222(-),0.9686,chr14:88322917-88323222,KCNK10_P1P2
chr10:117197482-117197500(+),0.2735,chr10:117197482-117197731,KCNK18_ENST00000334549.1
chr10:117197492-117197510(+),0.9686,chr10:117197482-117197731,KCNK18_ENST00000334549.1
chr10:117197517-117197535(-),0.9997,chr10:117197482-117197731,KCNK18_ENST00000334549.1
chr10:117197569-117197587(-),1.0,chr10:117197482-117197731,KCNK18_ENST00000334549.1
chr10:117197586-117197604(-),0.996,chr10:117197482-117197731,KCNK18_ENST00000334549.1
chr1:215082711-215082729(+),0.988,chr1:215082711-215082990,KCNK2_P1P2
chr1:215082732-215082750(+),0.9686,chr1:215082711-215082990,KCNK2_P1P2
chr1:215082750-215082768(+),0.9686,chr1:215082711-215082990,KCNK2_P1P2
chr1:215082756-215082774(+),0.9686,chr1:215082711-215082990,KCNK2_P1P2
chr1:215082972-215082990(+),0.988,chr1:215082711-215082990,KCNK2_P1P2
chr1:202808200-202808218(+),0.9988,chr1:202808200-202808400,KDM5B_P1P2
chr1:202808319-202808337(+),0.988,chr1:202808200-202808400,KDM5B_P1P2
chr1:202808367-202808385(-),1.0,chr1:202808200-202808400,KDM5B_P1P2
chr1:202808382-202808400(-),0.996,chr1:202808200-202808400,KDM5B_P1P2
chr4:55125357-55125375(+),0.7886,chr4:55125357-55125578,KDR_P1P2
chr4:55125494-55125512(+),0.9366,chr4:55125357-55125578,KDR_P1P2
chr4:55125518-55125536(+),0.9999,chr4:55125357-55125578,KDR_P1P2
chr4:55125560-55125578(-),0.5197,chr4:55125357-55125578,KDR_P1P2
chr13:74134268-74134286(-),0.744,chr13:74134068-74134396,KLF12_P1P2
chr13:74134362-74134380(-),1.0,chr13:74134068-74134396,KLF12_P1P2
chr13:74134366-74134384(+),0.2735,chr13:74134068-74134396,KLF12_P1P2
chr13:74134370-74134388(-),0.8558,chr13:74134068-74134396,KLF12_P1P2
chr13:74134378-74134396(-),0.9999,chr13:74134068-74134396,KLF12_P1P2
chr2:142877649-142877667(-),0.9686,chr2:142877649-142877789,KYNU_P1P2
chr2:142877662-142877680(-),0.988,chr2:142877649-142877789,KYNU_P1P2
chr2:142877705-142877723(+),0.9686,chr2:142877649-142877789,KYNU_P1P2
chr2:142877713-142877731(-),0.9686,chr2:142877649-142877789,KYNU_P1P2
chr2:142877771-142877789(-),0.9686,chr2:142877649-142877789,KYNU_P1P2
chr6:130018570-130018588(-),0.9686,chr6:130018564-130018680,L3MBTL3_P1P2
chr6:130018601-130018619(+),0.988,chr6:130018564-130018680,L3MBTL3_P1P2
chr6:130018607-130018625(-),0.9686,chr6:130018564-130018680,L3MBTL3_P1P2
chr6:130018617-130018635(+),0.9686,chr6:130018564-130018680,L3MBTL3_P1P2
chr6:130018662-130018680(+),0.9686,chr6:130018564-130018680,L3MBTL3_P1P2
chr10:86668498-86668516(+),0.9686,chr10:86668498-86668788,LDB3_P1P2
chr10:86668507-86668525(-),0.9686,chr10:86668498-86668788,LDB3_P1P2
chr10:86668540-86668558(+),0.9686,chr10:86668498-86668788,LDB3_P1P2
chr10:86668550-86668568(+),0.9686,chr10:86668498-86668788,LDB3_P1P2
chr10:86668770-86668788(-),0.988,chr10:86668498-86668788,LDB3_P1P2
chr4:108165900-108165918(-),0.988,chr4:108165900-108166291,LEF1_P1
chr4:108166028-108166046(+),0.9999,chr4:108165900-108166291,LEF1_P1
chr4:108166254-108166272(-),0.5963,chr4:108165900-108166291,LEF1_P1
chr4:108166263-108166281(+),0.9988,chr4:108165900-108166291,LEF1_P1
chr4:108166273-108166291(+),0.988,chr4:108165900-108166291,LEF1_P1
chr4:108168675-108168693(-),0.5197,chr4:108168675-108168864,LEF1_P2
chr4:108168679-108168697(-),0.7886,chr4:108168675-108168864,LEF1_P2
chr4:108168727-108168745(-),0.5197,chr4:108168675-108168864,LEF1_P2
chr4:108168777-108168795(-),0.9985,chr4:108168675-108168864,LEF1_P2
chr14:74611826-74611844(-),0.2239,chr14:74611826-74612222,LTBP2_P1P2
chr14:74611856-74611874(-),0.7886,chr14:74611826-74612222,LTBP2_P1P2
chr14:74612178-74612196(-),0.2239,chr14:74611826-74612222,LTBP2_P1P2
chr14:74612193-74612211(+),1.0,chr14:74611826-74612222,LTBP2_P1P2
chr14:74612204-74612222(+),0.5197,chr14:74611826-74612222,LTBP2_P1P2
chr22:20982302-20982320(+),0.9686,chr22:20982302-20982395,LZTR1_P1P2
chr22:20982330-20982348(-),0.9686,chr22:20982302-20982395,LZTR1_P1P2
chr22:20982338-20982356(+),0.988,chr22:20982302-20982395,LZTR1_P1P2
chr22:20982354-20982372(+),0.9686,chr22:20982302-20982395,LZTR1_P1P2
chr22:20982364-20982382(+),0.988,chr22:20982302-20982395,LZTR1_P1P2
chr8:20303850-20303868(+),0.9686,chr8:20303850-20303945,LZTS1_P1P2
chr8:20303874-20303892(+),0.9686,chr8:20303850-20303945,LZTS1_P1P2
chr8:20303889-20303907(+),0.988,chr8:20303850-20303945,LZTS1_P1P2
chr8:20303922-20303940(-),0.9686,chr8:20303850-20303945,LZTS1_P1P2
chr8:20303927-20303945(-),0.9686,chr8:20303850-20303945,LZTS1_P1P2
chr20:40688999-40689017(-),0.9686,chr20:40688999-40689231,MAFB_P1P2
chr20:40689025-40689043(-),0.988,chr20:40688999-40689231,MAFB_P1P2
chr20:40689080-40689098(+),0.9686,chr20:40688999-40689231,MAFB_P1P2
chr20:40689163-40689181(-),0.9686,chr20:40688999-40689231,MAFB_P1P2
chr20:40689213-40689231(-),0.9686,chr20:40688999-40689231,MAFB_P1P2
chr15:66386920-66386938(+),1.0,chr15:66386920-66387148,MAP2K1_P1P2
chr15:66386929-66386947(-),1.0,chr15:66386920-66387148,MAP2K1_P1P2
chr15:66386932-66386950(+),1.0,chr15:66386920-66387148,MAP2K1_P1P2
chr15:66386935-66386953(+),1.0,chr15:66386920-66387148,MAP2K1_P1P2
chr15:66386938-66386956(+),1.0,chr15:66386920-66387148,MAP2K1_P1P2
chr15:66387130-66387148(+),1.0,chr15:66386920-66387148,MAP2K1_P1P2
chr19:4123907-4123925(+),0.9686,chr19:4123719-4124108,MAP2K2_P1P2
chr19:4123921-4123939(-),0.9686,chr19:4123719-4124108,MAP2K2_P1P2
chr19:4124071-4124089(-),0.9686,chr19:4123719-4124108,MAP2K2_P1P2
chr19:4124075-4124093(+),0.9686,chr19:4123719-4124108,MAP2K2_P1P2
chr19:4124090-4124108(-),0.988,chr19:4123719-4124108,MAP2K2_P1P2
chr22:21867324-21867342(-),0.9686,chr22:21867207-21867632,MAPK1_P1P2
chr22:21867390-21867408(+),0.988,chr22:21867207-21867632,MAPK1_P1P2
chr22:21867548-21867566(+),0.9686,chr22:21867207-21867632,MAPK1_P1P2
chr22:21867569-21867587(+),0.9686,chr22:21867207-21867632,MAPK1_P1P2
chr22:21867614-21867632(-),0.9686,chr22:21867207-21867632,MAPK1_P1P2
chr12:57522850-57522868(+),0.9686,chr12:57522850-57522974,MBD6_P1P2
chr12:57522853-57522871(+),0.9686,chr12:57522850-57522974,MBD6_P1P2
chr12:57522857-57522875(-),0.9686,chr12:57522850-57522974,MBD6_P1P2
chr12:57522896-57522914(+),0.9686,chr12:57522850-57522974,MBD6_P1P2
chr12:57522912-57522930(-),0.988,chr12:57522850-57522974,MBD6_P1P2
chr15:99565983-99566001(+),0.7886,chr15:99565983-99566412,MEF2A_P1P2
chr15:99565993-99566011(+),0.9366,chr15:99565983-99566412,MEF2A_P1P2
chr15:99566017-99566035(+),0.9366,chr15:99565983-99566412,MEF2A_P1P2
chr5:88882940-88882958(+),0.9988,chr5:88882940-88883303,MEF2C_P1P2
chr5:88882969-88882987(-),0.8558,chr5:88882940-88883303,MEF2C_P1P2
chr5:88883132-88883150(+),0.9283,chr5:88882940-88883303,MEF2C_P1P2
chr5:88883142-88883160(-),0.988,chr5:88882940-88883303,MEF2C_P1P2
chr5:88883285-88883303(+),0.988,chr5:88882940-88883303,MEF2C_P1P2
chr1:156500540-156500558(-),0.9999,chr1:156500540-156500804,MEF2D_P1P2
chr1:156500748-156500766(+),0.988,chr1:156500540-156500804,MEF2D_P1P2
chr1:156500752-156500770(-),0.2735,chr1:156500540-156500804,MEF2D_P1P2
chr1:156500766-156500784(-),1.0,chr1:156500540-156500804,MEF2D_P1P2
chr1:156500786-156500804(+),0.9686,chr1:156500540-156500804,MEF2D_P1P2
chr2:66435107-66435125(-),1.0,chr2:66435107-66435374,MEIS1_P1P2
chr2:66435114-66435132(+),1.0,chr2:66435107-66435374,MEIS1_P1P2
chr2:66435145-66435163(-),1.0,chr2:66435107-66435374,MEIS1_P1P2
chr2:66435173-66435191(+),1.0,chr2:66435107-66435374,MEIS1_P1P2
chr2:66435254-66435272(-),1.0,chr2:66435107-66435374,MEIS1_P1P2
chr2:66435356-66435374(+),1.0,chr2:66435107-66435374,MEIS1_P1P2
