,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log,region_name,source,is_enhancer
OR4D5,1.9581298828125,0.298,2.4884033203125,0.137,3.051513671875,0.057,2.3555908203125,0.149,2.275146484375,0.184,2.51611328125,0.141,2.1279296875,0.221,3.2508544921875,0.045,2.112060546875,0.217,3.299072265625,0.033,2.546630859375,0.115,2.185791015625,0.177,4.454833984375,0.006,1.9554443359375,0.277,4.2928466796875,0.012,2.514892578125,0.143,1.9688720703125,0.271,2.0391845703125,0.251,2.2430419921875,0.176,1.8135986328125,0.359,0.16344999999999998,0.09992021817430144,2.57249755859375,0.7441234214070397,0.7865885054172185,0.4103549712712964,OR4D5,Control,False
OR4E2,2.3116455078125,0.232,3.3328857421875,0.032,2.8876953125,0.075,2.02978515625,0.297,3.0982666015625,0.067,3.2630615234375,0.049,2.91015625,0.084,3.1885986328125,0.063,2.4317626953125,0.15,4.2413330078125,0.01,3.3017578125,0.038,2.7890625,0.106,5.486083984375,0.004,2.0948486328125,0.253,3.8231201171875,0.029,3.1763916015625,0.051,2.471923828125,0.146,2.2977294921875,0.191,2.6451416015625,0.12,2.077392578125,0.293,0.1145,0.09324133937487736,2.99293212890625,0.8308891297099986,0.9411565853312388,0.4760968684019322,OR4E2,Control,False
OR4F5,1.255615234375,0.528,0.8499755859375,0.863,1.525390625,0.372,1.632080078125,0.267,0.6973876953125,0.953,1.1483154296875,0.629,0.866455078125,0.877,1.210693359375,0.584,1.1365966796875,0.61,1.3643798828125,0.448,1.4749755859375,0.356,0.9423828125,0.795,1.7911376953125,0.196,1.3955078125,0.375,2.0574951171875,0.136,0.821533203125,0.904,1.4508056640625,0.378,1.0279541015625,0.733,1.27099609375,0.517,1.57568359375,0.306,0.54135,0.24851988695178162,1.27476806640625,0.3517577647424261,0.26651383652458743,0.10543117563848586,OR4F5,Control,False
OR4K13,1.415283203125,0.505,1.0545654296875,0.796,1.633544921875,0.365,0.6207275390625,0.993,0.9464111328125,0.88,1.833740234375,0.27,1.2056884765625,0.681,1.2451171875,0.673,0.7491455078125,0.965,1.760498046875,0.301,1.33935546875,0.582,0.6883544921875,0.982,2.1220703125,0.137,0.6009521484375,0.992,1.85107421875,0.242,1.3504638671875,0.575,1.0264892578125,0.817,0.833251953125,0.939,1.0997314453125,0.748,1.078857421875,0.79,0.6616500000000001,0.2777731514819431,1.22276611328125,0.4408263280505361,0.1793651194056147,0.08734339454629376,OR4K13,Control,False
OR4Q3,4.20947265625,0.026,5.1195068359375,0.005,3.7952880859375,0.038,2.4970703125,0.178,4.4263916015625,0.011,5.6961669921875,0.004,4.5869140625,0.009,4.3287353515625,0.02,3.23974609375,0.055,6.3798828125,0.001,4.97509765625,0.009,4.3248291015625,0.017,7.3778076171875,0.0,2.70361328125,0.139,4.5997314453125,0.024,4.3275146484375,0.014,3.7320556640625,0.033,3.9378662109375,0.024,4.0400390625,0.022,3.657470703125,0.044,0.033650000000000006,0.0455230132662822,4.397760009765625,1.1469601482039176,1.472885888360195,0.6432315257800423,OR4Q3,Control,False
OR51A2,0.8367919921875,0.923,1.10400390625,0.711,0.9656982421875,0.837,1.1925048828125,0.625,0.7584228515625,0.965,0.727294921875,0.967,0.4241943359375,1.0,1.0955810546875,0.742,0.9705810546875,0.808,1.0921630859375,0.733,0.8843994140625,0.874,1.0135498046875,0.808,1.6588134765625,0.292,1.201904296875,0.615,1.47802734375,0.442,0.7432861328125,0.963,0.8212890625,0.923,1.330810546875,0.498,1.041259765625,0.804,1.361083984375,0.541,0.7535499999999999,0.1974728429030446,1.0350830078125,0.2892880608346543,0.1228821625510694,0.014975179154664432,OR51A2,Control,False
OR51B4,4.839111328125,0.01,5.3953857421875,0.006,5.9747314453125,0.004,3.341064453125,0.048,5.06982421875,0.006,5.957763671875,0.005,5.01025390625,0.011,6.0531005859375,0.002,4.3033447265625,0.013,7.0289306640625,0.001,5.9644775390625,0.004,4.5721435546875,0.012,8.570556640625,0.0,3.6026611328125,0.042,7.72607421875,0.001,5.9140625,0.003,4.98681640625,0.006,3.2275390625,0.049,4.3399658203125,0.02,3.74609375,0.035,0.013900000000000001,0.01613071604114337,5.281195068359375,1.4173286271178664,1.8566728700079536,0.722732209061583,OR51B4,Control,False
OR51E2,4.1214599609375,0.004,4.38671875,0.002,4.9935302734375,0.002,2.6322021484375,0.075,4.1192626953125,0.006,5.2830810546875,0.0,4.364990234375,0.005,4.6998291015625,0.002,3.4046630859375,0.014,5.4715576171875,0.0,5.388427734375,0.002,3.5335693359375,0.021,6.6405029296875,0.0,2.58544921875,0.084,5.6700439453125,0.0,4.88720703125,0.001,4.3812255859375,0.007,2.0916748046875,0.191,3.438232421875,0.021,3.002685546875,0.05,0.024350000000000004,0.04646705114492701,4.254815673828125,1.1769497286737756,1.613322716039162,0.6288807504198347,OR51E2,Control,False
OR51F1,2.469482421875,0.31,2.4224853515625,0.313,4.0743408203125,0.048,3.4749755859375,0.086,3.0714111328125,0.146,2.6256103515625,0.269,2.5892333984375,0.277,4.378662109375,0.037,3.5035400390625,0.079,3.959228515625,0.041,3.411376953125,0.097,2.8138427734375,0.194,5.152099609375,0.016,2.8477783203125,0.175,4.95849609375,0.024,3.23779296875,0.127,3.078369140625,0.155,2.5472412109375,0.259,2.612548828125,0.257,2.396240234375,0.307,0.16085,0.10564253280209683,3.28123779296875,0.8359641226166068,0.7935519356334768,0.5160377050681506,OR51F1,Control,False
OR51F2,1.614990234375,0.584,2.2127685546875,0.23,1.6365966796875,0.572,1.239013671875,0.818,1.7705078125,0.49,2.3973388671875,0.196,1.563232421875,0.583,1.71142578125,0.519,1.009765625,0.933,2.8087158203125,0.128,2.2247314453125,0.241,1.7471923828125,0.478,3.5115966796875,0.036,1.3795166015625,0.718,2.5345458984375,0.145,1.5657958984375,0.617,1.6639404296875,0.537,1.548828125,0.617,1.902587890625,0.393,1.9810791015625,0.36,0.45974999999999994,0.2401433508289755,1.90120849609375,0.5809970091140978,0.33746881587435884,0.2790297463961213,OR51F2,Control,False
OR51L1,1.5599365234375,0.508,0.9744873046875,0.909,1.8116455078125,0.395,1.2099609375,0.766,0.932861328125,0.931,1.8741455078125,0.36,1.316650390625,0.692,1.5390625,0.559,0.90771484375,0.918,1.9033203125,0.317,1.46875,0.554,0.846435546875,0.949,2.23779296875,0.209,1.302734375,0.715,2.4185791015625,0.156,1.2137451171875,0.774,1.327392578125,0.676,1.4405517578125,0.596,1.5885009765625,0.491,1.76806640625,0.377,0.5926,0.24233369772409197,1.48211669921875,0.43011458039215567,0.22723102429002728,0.1708824005605799,OR51L1,Control,False
OR51T1,5.9425048828125,0.002,6.695556640625,0.001,7.2464599609375,0.001,4.0675048828125,0.017,6.445556640625,0.001,7.3753662109375,0.0,6.2393798828125,0.0,7.4415283203125,0.0,4.878662109375,0.004,8.5184326171875,0.0,7.062255859375,0.0,5.7425537109375,0.001,10.2825927734375,0.0,4.6068115234375,0.009,8.88671875,0.0,7.1015625,0.0,5.9637451171875,0.001,4.45703125,0.008,5.3681640625,0.004,4.94921875,0.006,0.00275,0.0043513458293171535,6.463580322265625,1.5929248562794511,2.5590909179347823,0.8104731501116342,OR51T1,Control,False
OR52E6,1.858154296875,0.392,1.1705322265625,0.801,2.1392822265625,0.254,1.8131103515625,0.361,1.39111328125,0.655,2.0841064453125,0.274,1.58447265625,0.514,1.912353515625,0.357,1.5205078125,0.514,1.4698486328125,0.577,1.8475341796875,0.353,1.0355224609375,0.886,1.5137939453125,0.547,1.5260009765625,0.57,2.596435546875,0.137,2.0299072265625,0.327,1.632568359375,0.467,1.39501953125,0.658,1.6319580078125,0.491,2.2265625,0.21,0.46725000000000005,0.19360401121333912,1.718939208984375,0.37771144325611206,0.330441395356629,0.23526051794971986,OR52E6,Control,False
OR52N2,3.2425537109375,0.036,3.6624755859375,0.017,4.43505859375,0.009,2.6448974609375,0.104,4.041259765625,0.014,4.33349609375,0.007,3.6865234375,0.024,4.8736572265625,0.004,3.0235595703125,0.044,5.54541015625,0.004,4.4345703125,0.006,3.2666015625,0.031,6.9481201171875,0.0,2.5433349609375,0.11,5.4442138671875,0.002,3.85986328125,0.014,4.089599609375,0.011,2.1981201171875,0.189,3.466552734375,0.031,2.86328125,0.081,0.0369,0.04850382513401989,3.930157470703125,1.156418210402753,1.4328559548043427,0.594409951720805,OR52N2,Control,False
OR52W1,3.4447021484375,0.129,4.5589599609375,0.033,4.6895751953125,0.036,2.3441162109375,0.382,3.8096923828125,0.071,4.4815673828125,0.041,4.3194580078125,0.05,4.6275634765625,0.023,3.304443359375,0.103,5.5809326171875,0.014,5.1339111328125,0.013,3.8436279296875,0.065,7.2474365234375,0.001,2.9666748046875,0.178,5.957275390625,0.008,4.407470703125,0.044,3.9334716796875,0.061,2.730712890625,0.243,3.150390625,0.139,2.9124755859375,0.193,0.09135000000000001,0.09625310658007767,4.172222900390625,1.2016005791368918,1.039243909098227,0.6203675024926849,OR52W1,Control,False
OR56A4,7.115478515625,0.0,8.13671875,0.0,7.9891357421875,0.001,5.1485595703125,0.009,7.4747314453125,0.0,8.2928466796875,0.0,7.628662109375,0.001,8.6024169921875,0.0,6.200927734375,0.001,9.9510498046875,0.0,8.7386474609375,0.0,7.02490234375,0.001,11.7398681640625,0.0,5.1685791015625,0.004,10.277099609375,0.0,8.1412353515625,0.001,7.5635986328125,0.0,5.074462890625,0.006,6.2413330078125,0.002,5.30224609375,0.009,0.0017500000000000003,0.0029177316351468724,7.590625,1.7963554724179744,2.75448733218585,0.8802775364852246,OR56A4,Control,False
OR5A2,3.0465087890625,0.106,3.077880859375,0.077,2.5457763671875,0.215,2.467529296875,0.223,2.9285888671875,0.11,3.5621337890625,0.064,3.1300048828125,0.087,3.04541015625,0.099,2.0635986328125,0.328,3.8162841796875,0.03,3.614501953125,0.046,2.483154296875,0.212,4.2047119140625,0.015,2.1448974609375,0.334,2.6500244140625,0.178,2.5869140625,0.187,3.317626953125,0.08,2.2982177734375,0.225,3.644775390625,0.037,3.08154296875,0.094,0.13735,0.09475523871089078,2.985504150390625,0.5854939731286918,0.8621397178471399,0.4750176792660798,OR5A2,Control,False
OR5AC2,2.4544677734375,0.235,3.2286376953125,0.063,2.6512451171875,0.188,1.9996337890625,0.415,2.4849853515625,0.233,3.4073486328125,0.051,2.8963623046875,0.134,2.872802734375,0.147,2.3499755859375,0.247,4.19873046875,0.019,3.1748046875,0.092,2.7115478515625,0.131,5.3765869140625,0.01,2.17822265625,0.316,4.1856689453125,0.016,2.860595703125,0.143,2.4676513671875,0.229,2.583740234375,0.197,2.9422607421875,0.122,2.3992919921875,0.245,0.16165000000000002,0.10623176004427894,2.97122802734375,0.8096980032171509,0.7913974255374678,0.47293598307829926,OR5AC2,Control,False
OR5AK2,1.501708984375,0.707,1.4407958984375,0.749,2.105712890625,0.385,2.2337646484375,0.319,1.592529296875,0.682,1.51513671875,0.72,1.416015625,0.78,1.6363525390625,0.654,1.3851318359375,0.756,1.0606689453125,0.948,1.4569091796875,0.714,1.054443359375,0.922,1.6202392578125,0.62,2.076171875,0.36,1.9884033203125,0.44,1.5318603515625,0.701,1.5340576171875,0.673,1.7666015625,0.531,2.155029296875,0.335,2.5472412109375,0.19,0.6093000000000001,0.20747633980516275,1.680938720703125,0.3892671069950789,0.21516169417295306,0.2255518813481085,OR5AK2,Control,False
OR5AP2,4.487060546875,0.021,5.3359375,0.006,5.2666015625,0.011,2.3809814453125,0.231,4.45361328125,0.015,5.6629638671875,0.009,5.484375,0.003,5.0482177734375,0.01,4.005126953125,0.033,6.6319580078125,0.002,6.025390625,0.001,4.3447265625,0.023,7.830078125,0.0,2.926025390625,0.117,6.42578125,0.003,5.7510986328125,0.005,4.668701171875,0.016,3.19775390625,0.068,3.37158203125,0.071,3.154296875,0.087,0.0366,0.056390928721783466,4.822613525390625,1.3975500670396634,1.436400271118469,0.6832824598245573,OR5AP2,Control,False
OR5B3,1.679931640625,0.387,1.56005859375,0.471,1.4686279296875,0.537,0.871826171875,0.932,1.11865234375,0.799,1.9840087890625,0.261,1.534423828125,0.474,1.576171875,0.476,1.112060546875,0.787,2.5859375,0.108,1.896728515625,0.269,1.23388671875,0.679,3.24609375,0.028,0.7828369140625,0.962,2.28125,0.16,1.5185546875,0.534,1.121337890625,0.813,1.28759765625,0.695,1.50830078125,0.516,1.0693359375,0.836,0.5362,0.27594175586811603,1.571881103515625,0.5991563454376263,0.2706650909418709,0.19641969307749885,OR5B3,Control,False
OR5C1,2.4942626953125,0.082,2.061279296875,0.172,3.706787109375,0.013,2.9725341796875,0.042,2.42138671875,0.11,2.58935546875,0.075,2.1131591796875,0.179,2.85546875,0.06,2.297119140625,0.097,1.9434814453125,0.251,2.9134521484375,0.046,1.961181640625,0.203,2.63232421875,0.078,3.1966552734375,0.03,3.2547607421875,0.028,2.6822509765625,0.071,3.3702392578125,0.019,1.928955078125,0.206,2.7828369140625,0.052,3.3538818359375,0.029,0.09215,0.07132599363781097,2.676568603515625,0.5305979649385936,1.0354575339208631,0.42757837932656534,OR5C1,Control,False
OR5D13,2.114501953125,0.243,2.7918701171875,0.083,3.4520263671875,0.024,2.0408935546875,0.263,2.868408203125,0.077,2.8316650390625,0.099,2.88427734375,0.066,3.43408203125,0.032,2.7401123046875,0.09,3.8243408203125,0.023,3.3502197265625,0.04,2.432861328125,0.149,5.3311767578125,0.003,1.932373046875,0.305,4.447998046875,0.006,3.19873046875,0.047,2.8251953125,0.089,1.5546875,0.502,2.0111083984375,0.268,1.4779052734375,0.581,0.1495,0.16332192942645193,2.8772216796875,0.9518283639402646,0.8253297585129528,0.4589733240231524,OR5D13,Control,False
OR5K2,2.0692138671875,0.403,2.6138916015625,0.209,2.71044921875,0.199,1.599853515625,0.645,2.3095703125,0.294,2.6400146484375,0.21,2.21923828125,0.314,2.5159912109375,0.264,1.666259765625,0.574,3.5123291015625,0.065,2.978271484375,0.136,2.037353515625,0.396,4.6929931640625,0.016,1.52392578125,0.688,3.4705810546875,0.074,2.49951171875,0.231,2.150390625,0.388,1.77783203125,0.542,2.404296875,0.279,1.69775390625,0.6,0.32635,0.19921643215885898,2.454486083984375,0.7715267815520775,0.4863030755425955,0.3899605741560233,OR5K2,Control,False
OR5K3,1.8209228515625,0.37,1.883544921875,0.309,2.74072265625,0.111,1.1412353515625,0.831,1.412841796875,0.638,2.4017333984375,0.162,1.9000244140625,0.329,1.9039306640625,0.328,1.341064453125,0.651,2.2486572265625,0.19,2.511962890625,0.145,1.4833984375,0.55,3.3699951171875,0.033,1.5369873046875,0.532,3.131591796875,0.051,2.157470703125,0.234,2.275390625,0.177,1.175537109375,0.793,1.4732666015625,0.562,1.8082275390625,0.352,0.36740000000000006,0.2416546905683484,1.98592529296875,0.6217361937203714,0.43484902743762377,0.2979629070688877,OR5K3,Control,False
OR5L1,3.7218017578125,0.029,3.8897705078125,0.01,4.6107177734375,0.012,3.168701171875,0.053,3.767333984375,0.028,4.18310546875,0.017,4.0546875,0.016,5.157958984375,0.003,4.107177734375,0.014,5.75341796875,0.001,4.5169677734375,0.011,3.8614501953125,0.02,6.9268798828125,0.0,3.353759765625,0.046,6.5098876953125,0.0,4.3656005859375,0.015,3.861572265625,0.028,3.2197265625,0.056,3.3077392578125,0.035,2.6103515625,0.137,0.026550000000000008,0.03087065545823497,4.247430419921875,1.1047473058618245,1.57577192930402,0.6281262731228391,OR5L1,Control,False
OR5L2,1.1197509765625,0.738,1.1824951171875,0.648,1.477294921875,0.454,1.577880859375,0.377,1.4547119140625,0.482,0.9166259765625,0.886,1.0555419921875,0.783,1.6646728515625,0.332,1.5531005859375,0.374,1.3243408203125,0.59,1.32275390625,0.545,1.0072021484375,0.795,1.754638671875,0.263,1.5474853515625,0.375,1.2698974609375,0.603,1.1942138671875,0.705,1.2784423828125,0.6,1.4122314453125,0.483,1.1475830078125,0.686,1.6124267578125,0.36,0.5539499999999999,0.1772825502737902,1.34366455078125,0.23455656648200965,0.25652159340595004,0.12829085954496078,OR5L2,Control,False
OR5M1,2.0313720703125,0.194,1.5087890625,0.449,2.197998046875,0.167,2.0831298828125,0.17,2.0645751953125,0.186,2.0318603515625,0.22,1.4228515625,0.504,2.848876953125,0.058,1.91748046875,0.224,2.69384765625,0.053,1.9296875,0.236,1.4881591796875,0.487,3.0377197265625,0.036,1.85791015625,0.274,3.239501953125,0.015,1.877197265625,0.261,1.659423828125,0.336,1.9969482421875,0.2,1.9842529296875,0.188,1.821044921875,0.264,0.22610000000000002,0.13812309536672066,2.08463134765625,0.5003127937625783,0.6456802300085478,0.3190292641853639,OR5M1,Control,False
OR5M11,4.846435546875,0.006,5.3525390625,0.002,5.513427734375,0.0,3.1060791015625,0.053,4.708251953125,0.005,5.79638671875,0.0,5.2257080078125,0.003,5.4715576171875,0.0,4.230224609375,0.012,7.244140625,0.0,6.2989501953125,0.001,4.7686767578125,0.003,8.3961181640625,0.0,3.3680419921875,0.03,7.2449951171875,0.0,5.5159912109375,0.002,5.0308837890625,0.001,3.784912109375,0.03,3.957763671875,0.016,3.4761962890625,0.024,0.009400000000000002,0.014339492760609734,5.166864013671875,1.3801693881641477,2.026410376572743,0.7132270315303558,OR5M11,Control,False
OR5M8,8.3721923828125,0.0,9.1153564453125,0.0,8.6693115234375,0.0,5.7586669921875,0.004,8.521484375,0.0,10.2691650390625,0.0,8.2933349609375,0.0,8.427978515625,0.0,6.7413330078125,0.0,11.1112060546875,0.0,9.861572265625,0.0,7.9552001953125,0.0,11.840087890625,0.0,5.7401123046875,0.005,9.412353515625,0.0,8.93603515625,0.0,8.7435302734375,0.0,5.5115966796875,0.007,7.583740234375,0.001,6.985107421875,0.001,0.0009000000000000001,0.00199736668746891,8.39246826171875,1.699343249911454,3.0409586076789066,0.9238897075266661,OR5M8,Control,False
OR5P2,1.765625,0.499,1.51708984375,0.639,1.660888671875,0.559,1.6500244140625,0.535,1.1185302734375,0.887,2.0897216796875,0.352,1.693115234375,0.533,1.9151611328125,0.391,1.5579833984375,0.607,2.1541748046875,0.317,1.92578125,0.387,1.3658447265625,0.716,2.583251953125,0.139,1.2066650390625,0.827,2.8427734375,0.126,1.67138671875,0.574,1.3680419921875,0.723,1.9332275390625,0.351,1.4251708984375,0.705,1.505615234375,0.615,0.5241000000000001,0.20662702223036916,1.747503662109375,0.4310477514234059,0.28057755389521777,0.24241809453630395,OR5P2,Control,False
OR5T1,3.2001953125,0.038,3.8931884765625,0.008,4.09619140625,0.007,2.3758544921875,0.13,3.668212890625,0.014,4.562255859375,0.007,3.792236328125,0.01,4.416748046875,0.005,2.828125,0.057,5.11865234375,0.0,4.103759765625,0.009,3.2955322265625,0.024,6.6905517578125,0.001,2.7435302734375,0.06,5.5374755859375,0.002,3.9595947265625,0.015,3.206787109375,0.039,2.6103515625,0.081,3.3333740234375,0.022,2.9716796875,0.051,0.029000000000000005,0.03317418146374487,3.82021484375,1.0680012976707909,1.5374522711973357,0.5820877877366722,OR5T1,Control,False
OR5T2,2.1712646484375,0.154,2.408935546875,0.072,1.9359130859375,0.207,1.7242431640625,0.292,2.0738525390625,0.16,2.654541015625,0.052,2.38525390625,0.105,2.047607421875,0.169,2.23193359375,0.118,3.5589599609375,0.02,2.71923828125,0.061,2.4290771484375,0.064,3.654541015625,0.012,1.572265625,0.358,3.1312255859375,0.029,2.25634765625,0.128,1.8787841796875,0.218,2.888671875,0.041,1.9835205078125,0.183,1.8734130859375,0.216,0.13295,0.09414796584995457,2.3789794921875,0.57403924596818,0.8762789935599642,0.37639069825072013,OR5T2,Control,False
OR5T3,1.544921875,0.494,1.677001953125,0.382,1.2926025390625,0.663,2.2276611328125,0.19,1.368408203125,0.622,1.484130859375,0.555,1.6456298828125,0.423,1.8916015625,0.291,2.600341796875,0.107,2.17431640625,0.188,1.69921875,0.37,1.8359375,0.31,2.2872314453125,0.146,1.4710693359375,0.513,2.31298828125,0.16,1.6453857421875,0.446,1.2177734375,0.744,2.51025390625,0.094,1.5006103515625,0.516,1.3646240234375,0.636,0.39249999999999996,0.20064907832227627,1.78758544921875,0.4219702077814615,0.4061492742321151,0.25226681088554487,OR5T3,Control,False
OR6C1,1.2535400390625,0.809,1.8699951171875,0.388,1.9747314453125,0.366,1.644775390625,0.572,1.4429931640625,0.67,1.4708251953125,0.661,1.855712890625,0.44,2.055419921875,0.348,1.6663818359375,0.519,2.387939453125,0.21,2.019287109375,0.329,1.853759765625,0.373,3.90771484375,0.021,1.6693115234375,0.548,2.731201171875,0.132,1.529541015625,0.659,1.71533203125,0.455,1.6580810546875,0.514,1.6748046875,0.504,1.0819091796875,0.896,0.4707,0.21482602508223156,1.873162841796875,0.6038563467461022,0.3272465752249776,0.27257553403282925,OR6C1,Control,False
OR6F1,1.655029296875,0.4,1.654052734375,0.405,1.208251953125,0.732,1.305908203125,0.668,1.463134765625,0.578,1.949951171875,0.289,1.287109375,0.665,1.5028076171875,0.526,1.43359375,0.533,2.2689208984375,0.173,1.99755859375,0.227,1.570556640625,0.458,2.496826171875,0.115,1.26171875,0.708,1.498779296875,0.53,1.327392578125,0.659,1.3565673828125,0.595,1.6923828125,0.383,1.6234130859375,0.456,1.5838623046875,0.465,0.47825000000000006,0.1774043478373034,1.606890869140625,0.34023691242462867,0.32033594048641634,0.20598638296160704,OR6F1,Control,False
