,guide_chr,guide_start,guide_end,protospacer_target,transcript_target,closest_gene,closest_dist
261,chr12,27332908,27332927,ARNTL2_+_27485837.23-P1P2-1,ARNTL2:P1P2,ARNTL2,81
262,chr12,27332918,27332937,ARNTL2_+_27485837.23-P1P2-2,ARNTL2:P1P2,ARNTL2,91
263,chr12,27332901,27332920,ARNTL2_-_27485854.23-P1P2-1,ARNTL2:P1P2,ARNTL2,74
264,chr12,27333120,27333139,ARNTL2_-_27485854.23-P1P2-2,ARNTL2:P1P2,ARNTL2,293
265,chr12,27332934,27332953,ARNTL2_-_27485887.23-P1P2-1,ARNTL2:P1P2,ARNTL2,107
266,chr12,27332910,27332929,ARNTL2_-_27485887.23-P1P2-2,ARNTL2:P1P2,ARNTL2,83
267,chr11,13277842,13277861,ARNTL_+_13299385.23-P1P2-1,ARNTL:P1P2,ARNTL,61
268,chr11,13277815,13277834,ARNTL_+_13299385.23-P1P2-2,ARNTL:P1P2,ARNTL,34
269,chr11,13277874,13277893,ARNTL_+_13299417.23-P1P2-1,ARNTL:P1P2,ARNTL,93
270,chr11,13277877,13277896,ARNTL_+_13299417.23-P1P2-2,ARNTL:P1P2,ARNTL,96
271,chr11,13277791,13277810,ARNTL_-_13299358.23-P1P2-1,ARNTL:P1P2,ARNTL,10
272,chr11,13277812,13277831,ARNTL_-_13299358.23-P1P2-2,ARNTL:P1P2,ARNTL,31
273,chr1,150876336,150876355,ARNT_+_150848808.23-P1P2-1,ARNT:P1P2,ARNT,254
274,chr1,150876694,150876713,ARNT_+_150848808.23-P1P2-2,ARNT:P1P2,ARNT,104
275,chr1,150876534,150876553,ARNT_+_150849006.23-P1P2-1,ARNT:P1P2,ARNT,56
276,chr1,150876496,150876515,ARNT_+_150849006.23-P1P2-2,ARNT:P1P2,ARNT,94
277,chr1,150876545,150876564,ARNT_+_150849017.23-P1P2-1,ARNT:P1P2,ARNT,45
278,chr1,150876540,150876559,ARNT_+_150849017.23-P1P2-2,ARNT:P1P2,ARNT,50
279,chrX,25012868,25012887,ARX_+_25030981.23-P2-1,ARX:P2,ARX,3088
280,chrX,25012893,25012912,ARX_+_25030981.23-P2-2,ARX:P2,ARX,3063
281,chrX,25013082,25013101,ARX_+_25031195.23-P2-1,ARX:P2,ARX,2874
282,chrX,25012852,25012871,ARX_+_25031195.23-P2-2,ARX:P2,ARX,3104
283,chrX,25015715,25015734,ARX_+_25033828.23-P1-1,ARX:P1,ARX,241
284,chrX,25015914,25015933,ARX_+_25033828.23-P1-2,ARX:P1,ARX,42
285,chrX,25015719,25015738,ARX_+_25033832.23-P1-1,ARX:P1,ARX,237
286,chrX,25015937,25015956,ARX_+_25033832.23-P1-2,ARX:P1,ARX,19
287,chrX,25015931,25015950,ARX_+_25034044.23-P1-1,ARX:P1,ARX,25
288,chrX,25015643,25015662,ARX_+_25034044.23-P1-2,ARX:P1,ARX,313
289,chrX,25013038,25013057,ARX_-_25031175.23-P2-1,ARX:P2,ARX,2918
290,chrX,25013073,25013092,ARX_-_25031175.23-P2-2,ARX:P2,ARX,2883
291,chrX,67544028,67544047,AR_+_66763866.23-P1P2-1,AR:P1P2,AR,16
292,chrX,67544380,67544399,AR_+_66763866.23-P1P2-2,AR:P1P2,AR,234
293,chrX,67544404,67544423,AR_+_66764242.23-P1P2-1,AR:P1P2,AR,210
294,chrX,67544023,67544042,AR_+_66764242.23-P1P2-2,AR:P1P2,AR,11
295,chrX,67544050,67544069,AR_-_66763912.23-P1P2-1,AR:P1P2,AR,38
296,chrX,67544055,67544074,AR_-_66763912.23-P1P2-2,AR:P1P2,AR,43
297,chr12,102957684,102957703,ASCL1_-_103351482.23-P1P2-1,ASCL1:P1P2,ASCL1,19
298,chr12,102957707,102957726,ASCL1_-_103351482.23-P1P2-2,ASCL1:P1P2,ASCL1,42
299,chr12,102957701,102957720,ASCL1_-_103351499.23-P1P2-1,ASCL1:P1P2,ASCL1,36
300,chr12,102957717,102957736,ASCL1_-_103351499.23-P1P2-2,ASCL1:P1P2,ASCL1,52
301,chr12,102957713,102957732,ASCL1_-_103351511.23-P1P2-1,ASCL1:P1P2,ASCL1,48
302,chr12,102957688,102957707,ASCL1_-_103351511.23-P1P2-2,ASCL1:P1P2,ASCL1,23
303,chr11,2270949,2270968,ASCL2_+_2292175.23-P1P2-1,ASCL2:P1P2,ASCL2,370
304,chr11,2270964,2270983,ASCL2_+_2292175.23-P1P2-2,ASCL2:P1P2,ASCL2,385
305,chr11,2270952,2270971,ASCL2_+_2292178.23-P1P2-1,ASCL2:P1P2,ASCL2,373
306,chr11,2270998,2271017,ASCL2_+_2292178.23-P1P2-2,ASCL2:P1P2,ASCL2,419
307,chr11,2271021,2271040,ASCL2_-_2292271.23-P1P2-1,ASCL2:P1P2,ASCL2,442
308,chr11,2270990,2271009,ASCL2_-_2292271.23-P1P2-2,ASCL2:P1P2,ASCL2,411
309,chr11,8942758,8942777,ASCL3_+_8964301.23-P1P2-1,ASCL3:P1P2,ASCL3,249
310,chr11,8942688,8942707,ASCL3_+_8964301.23-P1P2-2,ASCL3:P1P2,ASCL3,319
311,chr11,8942988,8943007,ASCL3_+_8964531.23-P1P2-1,ASCL3:P1P2,ASCL3,19
312,chr11,8942940,8942959,ASCL3_+_8964531.23-P1P2-2,ASCL3:P1P2,ASCL3,67
313,chr11,8942949,8942968,ASCL3_-_8964516.23-P1P2-1,ASCL3:P1P2,ASCL3,58
314,chr11,8942956,8942975,ASCL3_-_8964516.23-P1P2-2,ASCL3:P1P2,ASCL3,51
315,chr12,107774698,107774717,ASCL4_+_108168471.23-ENST00000342331.4-1,ASCL4:ENST00000342331.4,ASCL4,3
316,chr12,107774639,107774658,ASCL4_+_108168471.23-ENST00000342331.4-2,ASCL4:ENST00000342331.4,ASCL4,56
317,chr12,107774646,107774665,ASCL4_-_108168443.23-ENST00000342331.4-1,ASCL4:ENST00000342331.4,ASCL4,49
318,chr12,107774635,107774654,ASCL4_-_108168443.23-ENST00000342331.4-2,ASCL4:ENST00000342331.4,ASCL4,60
319,chr12,107774791,107774810,ASCL4_-_108168588.23-ENST00000342331.4-1,ASCL4:ENST00000342331.4,ASCL4,96
320,chr12,107774516,107774535,ASCL4_-_108168588.23-ENST00000342331.4-2,ASCL4:ENST00000342331.4,ASCL4,179
321,chr1,201127190,201127209,ASCL5_+_201096314.23-P1P2-1,ASCL5:P1P2,ASCL5,15
322,chr1,201127180,201127199,ASCL5_+_201096314.23-P1P2-2,ASCL5:P1P2,ASCL5,5
323,chr1,201127216,201127235,ASCL5_+_201096340.23-P1P2-1,ASCL5:P1P2,ASCL5,41
324,chr1,201127186,201127205,ASCL5_+_201096340.23-P1P2-2,ASCL5:P1P2,ASCL5,11
325,chr1,201127144,201127163,ASCL5_-_201096292.23-P1P2-1,ASCL5:P1P2,ASCL5,31
326,chr1,201127066,201127085,ASCL5_-_201096292.23-P1P2-2,ASCL5:P1P2,ASCL5,109
327,chr1,155562701,155562720,ASH1L_+_155532488.23-P1P2-1,ASH1L:P1P2,ASH1L,93
328,chr1,155562570,155562589,ASH1L_+_155532488.23-P1P2-2,ASH1L:P1P2,ASH1L,224
329,chr1,155562714,155562733,ASH1L_+_155532501.23-P1P2-1,ASH1L:P1P2,ASH1L,80
330,chr1,155562738,155562757,ASH1L_+_155532501.23-P1P2-2,ASH1L:P1P2,ASH1L,56
331,chr1,155562720,155562739,ASH1L_+_155532507.23-P1P2-1,ASH1L:P1P2,ASH1L,74
332,chr1,155562711,155562730,ASH1L_+_155532507.23-P1P2-2,ASH1L:P1P2,ASH1L,83
333,chr12,50764087,50764106,ATF1_-_51157890.23-P1P2-1,ATF1:P1P2,ATF1,5
334,chr12,50764117,50764136,ATF1_-_51157890.23-P1P2-2,ATF1:P1P2,ATF1,25
335,chr12,50764108,50764127,ATF1_-_51157911.23-P1P2-1,ATF1:P1P2,ATF1,16
336,chr12,50764102,50764121,ATF1_-_51157911.23-P1P2-2,ATF1:P1P2,ATF1,10
337,chr12,50764349,50764368,ATF1_-_51158152.23-P1P2-1,ATF1:P1P2,ATF1,99
338,chr12,50764099,50764118,ATF1_-_51158152.23-P1P2-2,ATF1:P1P2,ATF1,7
339,chr2,175168168,175168187,ATF2_+_176032892.23-P1P2-1,ATF2:P1P2,ATF2,26
340,chr2,175167773,175167792,ATF2_+_176032892.23-P1P2-2,ATF2:P1P2,ATF2,421
341,chr2,175167692,175167711,ATF2_-_176032440.23-P1P2-1,ATF2:P1P2,ATF2,502
342,chr2,175167915,175167934,ATF2_-_176032440.23-P1P2-2,ATF2:P1P2,ATF2,279
343,chr2,175167724,175167743,ATF2_-_176032472.23-P1P2-1,ATF2:P1P2,ATF2,470
344,chr2,175167932,175167951,ATF2_-_176032472.23-P1P2-2,ATF2:P1P2,ATF2,262
345,chr1,212608762,212608781,ATF3_+_212782100.23-P1P2-1,ATF3:P1P2,ATF3,10
346,chr1,212609017,212609036,ATF3_+_212782100.23-P1P2-2,ATF3:P1P2,ATF3,265
347,chr1,212608826,212608845,ATF3_+_212782164.23-P1P2-1,ATF3:P1P2,ATF3,74
348,chr1,212608813,212608832,ATF3_+_212782164.23-P1P2-2,ATF3:P1P2,ATF3,61
349,chr1,212608846,212608865,ATF3_+_212782184.23-P1P2-1,ATF3:P1P2,ATF3,94
350,chr1,212608979,212608998,ATF3_+_212782184.23-P1P2-2,ATF3:P1P2,ATF3,227
351,chr22,39520302,39520321,ATF4_-_39916327.23-P1P2-1,ATF4:P1P2,ATF4,248
352,chr22,39520746,39520765,ATF4_-_39916327.23-P1P2-2,ATF4:P1P2,ATF4,193
353,chr22,39520523,39520542,ATF4_-_39916548.23-P1P2-1,ATF4:P1P2,ATF4,27
354,chr22,39521013,39521032,ATF4_-_39916548.23-P1P2-2,ATF4:P1P2,ATF4,460
355,chr22,39520828,39520847,ATF4_-_39916853.23-P1P2-1,ATF4:P1P2,ATF4,275
356,chr22,39520976,39520995,ATF4_-_39916853.23-P1P2-2,ATF4:P1P2,ATF4,423
357,chr19,49929110,49929129,ATF5_+_50432363.23-P1P2-1,ATF5:P1P2,ATF5,86
358,chr19,49929217,49929236,ATF5_+_50432363.23-P1P2-2,ATF5:P1P2,ATF5,21
359,chr19,49929443,49929462,ATF5_+_50432696.23-P1P2-1,ATF5:P1P2,ATF5,247
360,chr19,49929171,49929190,ATF5_+_50432696.23-P1P2-2,ATF5:P1P2,ATF5,25
361,chr19,49929461,49929480,ATF5_+_50432714.23-P1P2-1,ATF5:P1P2,ATF5,265
362,chr19,49929260,49929279,ATF5_+_50432714.23-P1P2-2,ATF5:P1P2,ATF5,64
363,chr6,32127823,32127842,ATF6B_+_32095596.23-P1P2-1,ATF6B:P1P2,ATF6B,414
364,chr6,32128007,32128026,ATF6B_+_32095596.23-P1P2-2,ATF6B:P1P2,ATF6B,230
365,chr6,32127972,32127991,ATF6B_+_32095745.23-P1P2-1,ATF6B:P1P2,ATF6B,265
366,chr6,32127829,32127848,ATF6B_+_32095745.23-P1P2-2,ATF6B:P1P2,ATF6B,408
367,chr6,32128150,32128169,ATF6B_-_32095947.23-P1P2-1,ATF6B:P1P2,ATF6B,87
368,chr6,32128052,32128071,ATF6B_-_32095947.23-P1P2-2,ATF6B:P1P2,ATF6B,185
369,chr1,161766506,161766525,ATF6_+_161736292.23-P1P2-1,ATF6:P1P2,ATF6,195
370,chr1,161766503,161766522,ATF6_+_161736292.23-P1P2-2,ATF6:P1P2,ATF6,192
371,chr1,161766517,161766536,ATF6_+_161736303.23-P1P2-1,ATF6:P1P2,ATF6,206
372,chr1,161766403,161766422,ATF6_+_161736303.23-P1P2-2,ATF6:P1P2,ATF6,92
373,chr1,161766405,161766424,ATF6_-_161736215.23-P1P2-1,ATF6:P1P2,ATF6,94
374,chr1,161766564,161766583,ATF6_-_161736215.23-P1P2-2,ATF6:P1P2,ATF6,253
375,chr12,53625930,53625949,ATF7_+_54019710.23-P1P2-1,ATF7:P1P2,ATF7,51
376,chr12,53625858,53625877,ATF7_+_54019710.23-P1P2-2,ATF7:P1P2,ATF7,123
377,chr12,53625936,53625955,ATF7_+_54019716.23-P1P2-1,ATF7:P1P2,ATF7,45
378,chr12,53625965,53625984,ATF7_+_54019716.23-P1P2-2,ATF7:P1P2,ATF7,16
379,chr12,53626323,53626342,ATF7_+_54020103.23-P1P2-1,ATF7:P1P2,ATF7,50
380,chr12,53626351,53626370,ATF7_+_54020103.23-P1P2-2,ATF7:P1P2,ATF7,22
381,chr16,81035840,81035859,ATMIN_+_81069441.23-P1P2-1,ATMIN:P1P2,ATMIN,7
382,chr16,81035828,81035847,ATMIN_+_81069441.23-P1P2-2,ATMIN:P1P2,ATMIN,5
383,chr16,81036084,81036103,ATMIN_+_81069685.23-P1P2-1,ATMIN:P1P2,ATMIN,251
384,chr16,81036060,81036079,ATMIN_+_81069685.23-P1P2-2,ATMIN:P1P2,ATMIN,227
385,chr16,81036185,81036204,ATMIN_+_81069786.23-P1P2-1,ATMIN:P1P2,ATMIN,352
386,chr16,81036048,81036067,ATMIN_+_81069786.23-P1P2-2,ATMIN:P1P2,ATMIN,215
387,chr12,6927798,6927817,ATN1_+_7036957.23-P1P2-1,ATN1:P1P2,ATN1,152
388,chr12,6928230,6928249,ATN1_+_7036957.23-P1P2-2,ATN1:P1P2,ATN1,280
389,chr12,6927809,6927828,ATN1_+_7036968.23-P1P2-1,ATN1:P1P2,ATN1,141
390,chr12,6927880,6927899,ATN1_+_7036968.23-P1P2-2,ATN1:P1P2,ATN1,70
391,chr12,6927867,6927886,ATN1_-_7037050.23-P1P2-1,ATN1:P1P2,ATN1,83
392,chr12,6927791,6927810,ATN1_-_7037050.23-P1P2-2,ATN1:P1P2,ATN1,159
393,chr4,93828895,93828914,ATOH1_+_94750042.23-P1P2-1,ATOH1:P1P2,ATOH1,151
394,chr4,93828783,93828802,ATOH1_+_94750042.23-P1P2-2,ATOH1:P1P2,ATOH1,39
395,chr4,93828777,93828796,ATOH1_-_94749948.23-P1P2-1,ATOH1:P1P2,ATOH1,33
396,chr4,93829002,93829021,ATOH1_-_94749948.23-P1P2-2,ATOH1:P1P2,ATOH1,258
397,chr4,93828954,93828973,ATOH1_-_94750125.23-P1P2-1,ATOH1:P1P2,ATOH1,210
398,chr4,93829068,93829087,ATOH1_-_94750125.23-P1P2-2,ATOH1:P1P2,ATOH1,324
399,chr10,68232065,68232084,ATOH7_+_69991818.23-P1P2-1,ATOH7:P1P2,ATOH7,39
400,chr10,68232031,68232050,ATOH7_+_69991818.23-P1P2-2,ATOH7:P1P2,ATOH7,73
401,chr10,68231719,68231738,ATOH7_-_69991496.23-P1P2-1,ATOH7:P1P2,ATOH7,385
402,chr10,68231763,68231782,ATOH7_-_69991496.23-P1P2-2,ATOH7:P1P2,ATOH7,341
403,chr10,68232108,68232127,ATOH7_-_69991885.23-P1P2-1,ATOH7:P1P2,ATOH7,4
404,chr10,68232053,68232072,ATOH7_-_69991885.23-P1P2-2,ATOH7:P1P2,ATOH7,51
405,chr2,85753861,85753880,ATOH8_-_85981004.23-P1P2-1,ATOH8:P1P2,ATOH8,121
406,chr2,85753885,85753904,ATOH8_-_85981004.23-P1P2-2,ATOH8:P1P2,ATOH8,97
407,chr2,85754108,85754127,ATOH8_-_85981251.23-P1P2-1,ATOH8:P1P2,ATOH8,126
408,chr2,85754233,85754252,ATOH8_-_85981251.23-P1P2-2,ATOH8:P1P2,ATOH8,251
409,chr2,85754366,85754385,ATOH8_-_85981509.23-P1P2-1,ATOH8:P1P2,ATOH8,384
410,chr2,85754496,85754515,ATOH8_-_85981509.23-P1P2-2,ATOH8:P1P2,ATOH8,514
411,chr3,63912514,63912533,ATXN7_+_63898186.23-ENST00000538065.1-1,ATXN7:ENST00000538065.1,ATXN7,411
412,chr3,63912488,63912507,ATXN7_+_63898186.23-ENST00000538065.1-2,ATXN7:ENST00000538065.1,ATXN7,385
413,chr3,63864353,63864372,ATXN7_-_63850049.23-ENST00000398590.3-1,ATXN7:ENST00000398590.3,ATXN7,172
414,chr3,63864365,63864384,ATXN7_-_63850049.23-ENST00000398590.3-2,ATXN7:ENST00000398590.3,ATXN7,160
415,chr3,63864362,63864381,ATXN7_-_63850058.23-ENST00000398590.3-1,ATXN7:ENST00000398590.3,ATXN7,163
416,chr3,63864380,63864399,ATXN7_-_63850058.23-ENST00000398590.3-2,ATXN7:ENST00000398590.3,ATXN7,145
417,chr3,63864544,63864563,ATXN7_-_63850240.23-ENST00000398590.3-1,ATXN7:ENST00000398590.3,ATXN7,19
418,chr3,63864536,63864555,ATXN7_-_63850240.23-ENST00000398590.3-2,ATXN7:ENST00000398590.3,ATXN7,11
419,chr3,63912765,63912784,ATXN7_-_63898461.23-ENST00000538065.1-1,ATXN7:ENST00000538065.1,ATXN7,662
420,chr3,63912567,63912586,ATXN7_-_63898461.23-ENST00000538065.1-2,ATXN7:ENST00000538065.1,ATXN7,464
421,chr3,63912872,63912891,ATXN7_-_63898568.23-ENST00000538065.1-1,ATXN7:ENST00000538065.1,ATXN7,769
422,chr3,63912525,63912544,ATXN7_-_63898568.23-ENST00000538065.1-2,ATXN7:ENST00000538065.1,ATXN7,422
423,chr15,44711560,44711579,B2M,B2M,B2M,52
424,chr21,29299374,29299393,BACH1_+_30671691.23-P1P2-1,BACH1:P1P2,BACH1,8
425,chr21,29298969,29298988,BACH1_+_30671691.23-P1P2-2,BACH1:P1P2,BACH1,56
426,chr21,29298940,29298959,BACH1_-_30671281.23-P1P2-1,BACH1:P1P2,BACH1,27
427,chr21,29298933,29298952,BACH1_-_30671281.23-P1P2-2,BACH1:P1P2,BACH1,20
428,chr21,29299032,29299051,BACH1_-_30671373.23-P1P2-1,BACH1:P1P2,BACH1,119
429,chr21,29299038,29299057,BACH1_-_30671373.23-P1P2-2,BACH1:P1P2,BACH1,125
430,chr6,90296742,90296761,BACH2_+_91006457.23-P1P2-1,BACH2:P1P2,BACH2,92
431,chr6,90296633,90296652,BACH2_+_91006457.23-P1P2-2,BACH2:P1P2,BACH2,201
432,chr6,90296594,90296613,BACH2_-_91006333.23-P1P2-1,BACH2:P1P2,BACH2,240
433,chr6,90296577,90296596,BACH2_-_91006333.23-P1P2-2,BACH2:P1P2,BACH2,257
434,chr6,90296761,90296780,BACH2_-_91006500.23-P1P2-1,BACH2:P1P2,BACH2,73
435,chr6,90296557,90296576,BACH2_-_91006500.23-P1P2-2,BACH2:P1P2,BACH2,277
436,chr9,132582161,132582180,BARHL1_+_135457544.23-P1P2-1,BARHL1:P1P2,BARHL1,436
437,chr9,132582832,132582851,BARHL1_+_135457544.23-P1P2-2,BARHL1:P1P2,BARHL1,235
438,chr9,132582610,132582629,BARHL1_-_135458017.23-P1P2-1,BARHL1:P1P2,BARHL1,13
439,chr9,132582657,132582676,BARHL1_-_135458017.23-P1P2-2,BARHL1:P1P2,BARHL1,60
440,chr9,132582640,132582659,BARHL1_-_135458047.23-P1P2-1,BARHL1:P1P2,BARHL1,43
441,chr9,132582614,132582633,BARHL1_-_135458047.23-P1P2-2,BARHL1:P1P2,BARHL1,17
442,chr1,90717110,90717129,BARHL2_+_91182663.23-P1P2-1,BARHL2:P1P2,BARHL2,183
443,chr1,90716733,90716752,BARHL2_+_91182663.23-P1P2-2,BARHL2:P1P2,BARHL2,560
444,chr1,90717236,90717255,BARHL2_+_91182789.23-P1P2-1,BARHL2:P1P2,BARHL2,57
445,chr1,90717225,90717244,BARHL2_+_91182789.23-P1P2-2,BARHL2:P1P2,BARHL2,68
446,chr1,90717285,90717304,BARHL2_+_91182838.23-P1P2-1,BARHL2:P1P2,BARHL2,8
447,chr1,90717005,90717024,BARHL2_+_91182838.23-P1P2-2,BARHL2:P1P2,BARHL2,288
448,chr9,93955339,93955358,BARX1_+_96717617.23-P1P2-1,BARX1:P1P2,BARX1,7
449,chr9,93955329,93955348,BARX1_+_96717617.23-P1P2-2,BARX1:P1P2,BARX1,17
450,chr9,93955228,93955247,BARX1_-_96717530.23-P1P2-1,BARX1:P1P2,BARX1,118
451,chr9,93955169,93955188,BARX1_-_96717530.23-P1P2-2,BARX1:P1P2,BARX1,177
452,chr9,93955231,93955250,BARX1_-_96717533.23-P1P2-1,BARX1:P1P2,BARX1,115
453,chr9,93955157,93955176,BARX1_-_96717533.23-P1P2-2,BARX1:P1P2,BARX1,189
454,chr11,129375686,129375705,BARX2_+_129245577.23-P1P2-1,BARX2:P1P2,BARX2,153
455,chr11,129375835,129375854,BARX2_+_129245577.23-P1P2-2,BARX2:P1P2,BARX2,4
456,chr11,129376029,129376048,BARX2_+_129245920.23-P1P2-1,BARX2:P1P2,BARX2,190
457,chr11,129375648,129375667,BARX2_+_129245920.23-P1P2-2,BARX2:P1P2,BARX2,191
458,chr11,129375645,129375664,BARX2_-_129245560.23-P1P2-1,BARX2:P1P2,BARX2,194
459,chr11,129375689,129375708,BARX2_-_129245560.23-P1P2-2,BARX2:P1P2,BARX2,150
460,chr11,64996904,64996923,BATF2_-_64764396.23-P1P2-1,BATF2:P1P2,BATF2,58
461,chr11,64996901,64996920,BATF2_-_64764396.23-P1P2-2,BATF2:P1P2,BATF2,61
462,chr11,64996907,64996926,BATF2_-_64764399.23-P1P2-1,BATF2:P1P2,BATF2,55
463,chr11,64996888,64996907,BATF2_-_64764399.23-P1P2-2,BATF2:P1P2,BATF2,74
464,chr11,64996917,64996936,BATF2_-_64764409.23-P1P2-1,BATF2:P1P2,BATF2,45
465,chr11,64996968,64996987,BATF2_-_64764409.23-P1P2-2,BATF2:P1P2,BATF2,6
466,chr1,212699536,212699555,BATF3_+_212872874.23-P1P2-1,BATF3:P1P2,BATF3,295
467,chr1,212699815,212699834,BATF3_+_212872874.23-P1P2-2,BATF3:P1P2,BATF3,16
468,chr1,212699754,212699773,BATF3_+_212873092.23-P1P2-1,BATF3:P1P2,BATF3,77
469,chr1,212699913,212699932,BATF3_+_212873092.23-P1P2-2,BATF3:P1P2,BATF3,82
470,chr1,212699890,212699909,BATF3_+_212873228.23-P1P2-1,BATF3:P1P2,BATF3,59
471,chr1,212699932,212699951,BATF3_+_212873228.23-P1P2-2,BATF3:P1P2,BATF3,101
472,chr14,75522501,75522520,BATF_-_75988864.23-P1P2-1,BATF:P1P2,BATF,41
473,chr14,75522520,75522539,BATF_-_75988864.23-P1P2-2,BATF:P1P2,BATF,60
474,chr14,75522513,75522532,BATF_-_75988876.23-P1P2-1,BATF:P1P2,BATF,53
475,chr14,75522489,75522508,BATF_-_75988876.23-P1P2-2,BATF:P1P2,BATF,29
476,chr14,75522535,75522554,BATF_-_75988898.23-P1P2-1,BATF:P1P2,BATF,75
477,chr14,75522554,75522573,BATF_-_75988898.23-P1P2-2,BATF:P1P2,BATF,94
478,chr7,73522181,73522200,BAZ1B_+_72936507.23-P1P2-1,BAZ1B:P1P2,BAZ1B,103
479,chr7,73522094,73522113,BAZ1B_+_72936507.23-P1P2-2,BAZ1B:P1P2,BAZ1B,190
480,chr7,73522175,73522194,BAZ1B_-_72936525.23-P1P2-1,BAZ1B:P1P2,BAZ1B,109
481,chr7,73522273,73522292,BAZ1B_-_72936525.23-P1P2-2,BAZ1B:P1P2,BAZ1B,11
482,chr7,73522211,73522230,BAZ1B_-_72936561.23-P1P2-1,BAZ1B:P1P2,BAZ1B,73
483,chr7,73522104,73522123,BAZ1B_-_72936561.23-P1P2-2,BAZ1B:P1P2,BAZ1B,180
484,chr12,56636114,56636133,BAZ2A_+_57029894.23-P2-1,BAZ2A:P2,BAZ2A,236
485,chr12,56636336,56636355,BAZ2A_+_57029894.23-P2-2,BAZ2A:P2,BAZ2A,14
486,chr12,56636184,56636203,BAZ2A_+_57029964.23-P2-1,BAZ2A:P2,BAZ2A,166
487,chr12,56636362,56636381,BAZ2A_+_57029964.23-P2-2,BAZ2A:P2,BAZ2A,12
488,chr12,56636344,56636363,BAZ2A_+_57030124.23-P2-1,BAZ2A:P2,BAZ2A,6
489,chr12,56636129,56636148,BAZ2A_+_57030124.23-P2-2,BAZ2A:P2,BAZ2A,221
490,chr12,56630192,56630211,BAZ2A_-_57023996.23-P1-1,BAZ2A:P1,BAZ2A,125
491,chr12,56630070,56630089,BAZ2A_-_57023996.23-P1-2,BAZ2A:P1,BAZ2A,247
492,chr12,56630196,56630215,BAZ2A_-_57024000.23-P1-1,BAZ2A:P1,BAZ2A,121
493,chr12,56630267,56630286,BAZ2A_-_57024000.23-P1-2,BAZ2A:P1,BAZ2A,50
494,chr12,56630299,56630318,BAZ2A_-_57024103.23-P1-1,BAZ2A:P1,BAZ2A,18
495,chr12,56630305,56630324,BAZ2A_-_57024103.23-P1-2,BAZ2A:P1,BAZ2A,12
496,chr2,159615604,159615623,BAZ2B_-_160472135.23-P1P2-1,BAZ2B:P1P2,BAZ2B,48
497,chr2,159615518,159615537,BAZ2B_-_160472135.23-P1P2-2,BAZ2B:P1P2,BAZ2B,38
498,chr2,159615770,159615789,BAZ2B_-_160472301.23-P1P2-1,BAZ2B:P1P2,BAZ2B,214
499,chr2,159615263,159615282,BAZ2B_-_160472301.23-P1P2-2,BAZ2B:P1P2,BAZ2B,293
500,chr2,159616059,159616078,BAZ2B_-_160472590.23-P1P2-1,BAZ2B:P1P2,BAZ2B,480
501,chr2,159616074,159616093,BAZ2B_-_160472590.23-P1P2-2,BAZ2B:P1P2,BAZ2B,465
502,chr3,107522983,107523002,BBX_-_107241850.23-P1P2-1,BBX:P1P2,BBX,30
503,chr3,107523018,107523037,BBX_-_107241850.23-P1P2-2,BBX:P1P2,BBX,65
504,chr3,107523046,107523065,BBX_-_107241913.23-P1P2-1,BBX:P1P2,BBX,93
505,chr3,107523479,107523498,BBX_-_107241913.23-P1P2-2,BBX:P1P2,BBX,42
506,chr3,107523450,107523469,BBX_-_107242317.23-P1P2-1,BBX:P1P2,BBX,13
507,chr3,107523051,107523070,BBX_-_107242317.23-P1P2-2,BBX:P1P2,BBX,98
508,chr2,60553255,60553274,BCL11A_-_60780410.23-P1P2-1,BCL11A:P1P2,BCL11A,234
509,chr2,60553448,60553467,BCL11A_-_60780410.23-P1P2-2,BCL11A:P1P2,BCL11A,41
510,chr2,60553342,60553361,BCL11A_-_60780497.23-P1P2-1,BCL11A:P1P2,BCL11A,147
511,chr2,60553025,60553044,BCL11A_-_60780497.23-P1P2-2,BCL11A:P1P2,BCL11A,320
512,chr2,60553435,60553454,BCL11A_-_60780590.23-P1P2-1,BCL11A:P1P2,BCL11A,54
513,chr2,60553583,60553602,BCL11A_-_60780590.23-P1P2-2,BCL11A:P1P2,BCL11A,62
514,chr14,99271677,99271696,BCL11B_+_99738010.23-P1P2-1,BCL11B:P1P2,BCL11B,511
515,chr14,99271348,99271367,BCL11B_+_99738010.23-P1P2-2,BCL11B:P1P2,BCL11B,840
516,chr14,99271339,99271358,BCL11B_-_99737696.23-P1P2-1,BCL11B:P1P2,BCL11B,849
517,chr14,99271546,99271565,BCL11B_-_99737696.23-P1P2-2,BCL11B:P1P2,BCL11B,642
518,chr14,99271681,99271700,BCL11B_-_99738038.23-P1P2-1,BCL11B:P1P2,BCL11B,507
519,chr14,99271684,99271703,BCL11B_-_99738038.23-P1P2-2,BCL11B:P1P2,BCL11B,504
520,chr19,44748737,44748756,BCL3_+_45251990.23-P1P2-1,BCL3:P1P2,BCL3,38
521,chr19,44748765,44748784,BCL3_+_45251990.23-P1P2-2,BCL3:P1P2,BCL3,66
522,chr19,44748740,44748759,BCL3_+_45251993.23-P1P2-1,BCL3:P1P2,BCL3,41
523,chr19,44748758,44748777,BCL3_+_45251993.23-P1P2-2,BCL3:P1P2,BCL3,59
524,chr19,44748797,44748816,BCL3_+_45252050.23-P1P2-1,BCL3:P1P2,BCL3,98
